,BG_SCALE,Q3,MIN,MAX,N_SURG,Q1,PART,Q2,TARGET_SCALE,MAX_QUEUE_LENGTH,AVG
718,1.0,--,,,5,--,0.0,--,1.0,,
719,1.0,--,,,5,--,0.0,--,1.0,,
720,1.5,773.35,3.0,2193.0,1,156.85,0.5531914893617021,337.5,1.0,18.0,541.9038461538462
721,1.5,1107.0,2.0,2554.0,1,70.0,0.6588235294117647,266.5,1.0,22.0,607.1964285714286
722,1.5,546.3,2.0,1876.0,1,96.1,0.6288659793814433,234.0,1.0,17.0,402.9344262295082
723,1.5,496.2,14.0,2137.0,1,76.7,0.6363636363636364,213.0,1.0,16.0,407.69642857142856
724,1.5,480.2,2.0,2136.0,1,63.0,0.5887096774193549,210.0,1.0,14.0,397.28767123287673
725,1.5,1438.95,8.0,2439.0,1,195.35,0.5428571428571428,310.0,1.0,27.0,737.7631578947369
726,1.5,751.8,7.0,2931.0,1,56.0,0.5841584158415841,351.0,1.0,29.0,598.5932203389831
727,1.5,635.5,6.0,1781.0,1,69.5,0.5520833333333334,212.0,1.0,14.0,357.47169811320754
728,1.5,390.5,6.0,957.0,1,67.0,0.5535714285714286,154.0,1.0,11.0,238.6290322580645
729,1.5,1558.8,16.0,3913.0,1,153.1,0.719626168224299,528.0,1.0,35.0,1018.974025974026
730,1.5,400.8,4.0,1474.0,1,49.9,0.574468085106383,209.5,1.0,10.0,310.4074074074074
731,1.5,2028.3,24.0,2943.0,1,286.9,0.7741935483870968,1137.5,1.0,24.0,1143.9305555555557
732,1.5,286.9,4.0,1747.0,1,35.0,0.5168539325842697,87.5,1.0,18.0,230.0
733,1.5,1566.2,4.0,2846.0,1,134.6,0.6781609195402298,598.0,1.0,28.0,891.5593220338983
734,1.5,223.85,1.0,1507.0,1,43.7,0.5617977528089888,134.5,1.0,16.0,221.24
735,1.5,455.6,27.0,2135.0,1,91.4,0.5308641975308642,174.0,1.0,12.0,334.1860465116279
736,1.5,1453.7,3.0,2850.0,1,121.45,0.6352941176470588,452.5,1.0,30.0,803.5
737,1.5,545.8,23.0,2051.0,1,112.0,0.6629213483146067,204.0,1.0,15.0,447.3220338983051
738,1.5,232.0,1.0,2300.0,1,54.0,0.5514018691588785,128.0,1.0,33.0,355.4406779661017
739,1.5,491.8,4.0,2410.0,1,60.8,0.6219512195121951,194.0,1.0,24.0,446.37254901960785
740,1.5,333.4,13.0,2066.0,1,131.4,0.5697674418604651,179.0,1.0,12.0,289.7142857142857
741,1.5,1166.0,13.0,3287.0,1,90.6,0.5444444444444444,243.0,1.0,20.0,743.8571428571429
742,1.5,614.0,3.0,2292.0,1,89.2,0.5443037974683544,215.0,1.0,19.0,440.6046511627907
743,1.5,615.3,10.0,1882.0,1,98.7,0.6403508771929824,232.0,1.0,19.0,417.2739726027397
744,1.5,92.1,4.0,168.0,2,33.6,0.16326530612244897,62.0,1.0,5.0,66.4375
745,1.5,149.25,8.0,354.0,2,24.8,0.16091954022988506,67.0,1.0,7.0,103.0
746,1.5,243.6,3.0,1057.0,2,18.4,0.13761467889908258,65.0,1.0,6.0,185.93333333333334
747,1.5,94.4,3.0,160.0,2,31.2,0.23958333333333334,83.0,1.0,4.0,67.30434782608695
748,1.5,63.55,2.0,662.0,2,19.95,0.22727272727272727,40.0,1.0,6.0,86.36666666666666
749,1.5,246.8,1.0,898.0,2,19.4,0.22794117647058823,80.0,1.0,8.0,174.06451612903226
750,1.5,47.5,2.0,78.0,2,8.4,0.10843373493975904,29.0,1.0,2.0,31.88888888888889
751,1.5,368.6,41.0,1542.0,2,64.2,0.17692307692307693,148.0,1.0,16.0,344.30434782608694
752,1.5,176.8,22.0,567.0,2,41.9,0.16037735849056603,58.0,1.0,6.0,128.23529411764707
753,1.5,132.15,11.0,1054.0,2,21.7,0.20224719101123595,45.0,1.0,7.0,148.33333333333334
754,1.5,258.6,7.0,421.0,2,34.2,0.12605042016806722,80.0,1.0,9.0,145.2
755,1.5,427.5,10.0,1299.0,2,22.1,0.2717391304347826,54.0,1.0,15.0,241.4
756,1.5,86.8,12.0,168.0,2,25.2,0.21311475409836064,36.0,1.0,4.0,59.0
757,1.5,69.8,9.0,173.0,2,27.5,0.26582278481012656,47.0,1.0,5.0,55.76190476190476
758,1.5,44.1,10.0,66.0,2,18.9,0.13559322033898305,26.5,1.0,4.0,33.625
759,1.5,80.05,8.0,239.0,2,22.9,0.17647058823529413,62.0,1.0,6.0,61.166666666666664
760,1.5,132.2,4.0,348.0,2,17.8,0.18446601941747573,40.0,1.0,7.0,83.94736842105263
761,1.5,106.5,2.0,866.0,2,29.3,0.28448275862068967,51.0,1.0,11.0,121.15151515151516
762,1.5,51.45,8.0,124.0,2,17.65,0.175,33.5,1.0,2.0,42.0
763,1.5,65.2,2.0,222.0,2,13.45,0.24390243902439024,28.0,1.0,3.0,43.5
764,1.5,96.2,1.0,473.0,2,19.75,0.23728813559322035,46.0,1.0,7.0,92.67857142857143
765,1.5,131.0,1.0,164.0,2,12.0,0.21311475409836064,46.0,1.0,5.0,61.57692307692308
766,1.5,207.2,53.0,923.0,2,81.35,0.17721518987341772,118.0,1.0,6.0,193.57142857142858
767,1.5,76.9,2.0,485.0,2,11.4,0.1717171717171717,34.0,1.0,6.0,90.88235294117646
768,1.5,40,40.0,40.0,3,40,0.011627906976744186,40,1.0,1.0,40.0
769,1.5,162.25,2.0,250.0,3,15.5,0.041237113402061855,43.5,1.0,5.0,84.75
770,1.5,95.0,51.0,95.0,3,51.0,0.023809523809523808,73.0,1.0,5.0,73.0
771,1.5,93.0,36.0,93.0,3,51.2,0.07894736842105263,68.5,1.0,3.0,68.5
772,1.5,13.2,5.0,14.0,3,6.0,0.038461538461538464,10.0,1.0,1.0,9.666666666666666
773,1.5,26.8,17.0,31.0,3,17.7,0.056179775280898875,22.0,1.0,1.0,22.6
774,1.5,60.4,4.0,66.0,3,34.8,0.05319148936170213,49.0,1.0,3.0,45.0
775,1.5,18.95,1.0,23.0,3,3.25,0.0449438202247191,10.0,1.0,1.0,11.0
776,1.5,62.8,2.0,97.0,3,15.8,0.11428571428571428,23.5,1.0,4.0,37.75
777,1.5,44.0,33.0,44.0,3,33.0,0.020202020202020204,38.5,1.0,2.0,38.5
778,1.5,48.8,3.0,58.0,3,4.8,0.026785714285714284,12.0,1.0,1.0,24.333333333333332
779,1.5,42.35,12.0,68.0,3,13.9,0.06741573033707865,24.0,1.0,1.0,30.5
780,1.5,89.0,5.0,202.0,3,11.6,0.12727272727272726,23.0,1.0,8.0,55.42857142857143
781,1.5,25.0,21.0,25.0,3,21.0,0.021052631578947368,23.0,1.0,1.0,23.0
782,1.5,33.4,13.0,37.0,3,14.35,0.04597701149425287,22.5,1.0,2.0,23.75
783,1.5,30.5,3.0,65.0,3,8.5,0.06896551724137931,18.0,1.0,3.0,22.75
784,1.5,43.45,1.0,109.0,3,2.95,0.12195121951219512,6.5,1.0,3.0,24.9
785,1.5,38.9,1.0,66.0,3,15.0,0.0989010989010989,17.0,1.0,3.0,26.0
786,1.5,26.2,1.0,36.0,3,3.6,0.0673076923076923,15.0,1.0,2.0,16.714285714285715
787,1.5,41.1,3.0,42.0,3,8.4,0.044444444444444446,27.5,1.0,1.0,25.0
788,1.5,24.55,4.0,25.0,3,12.1,0.05555555555555555,23.0,1.0,1.0,18.75
789,1.5,77.5,1.0,130.0,3,15.3,0.12871287128712872,33.0,1.0,4.0,46.53846153846154
790,1.5,61.8,10.0,163.0,3,21.0,0.0673076923076923,30.0,1.0,3.0,50.0
791,1.5,83.0,24.0,83.0,3,24.0,0.025,53.5,1.0,3.0,53.5
792,1.5,29.0,17.0,29.0,4,17.0,0.020833333333333332,23.0,1.0,2.0,23.0
793,1.5,31.0,19.0,31.0,4,19.0,0.024096385542168676,25.0,1.0,2.0,25.0
794,1.5,33,33.0,33.0,4,33,0.009174311926605505,33,1.0,0.0,33.0
795,1.5,--,,,4,--,0.0,--,1.0,,
796,1.5,--,,,4,--,0.0,--,1.0,,
797,1.5,--,,,4,--,0.0,--,1.0,,
798,1.5,21.15,11.0,27.0,4,11.9,0.03669724770642202,13.5,1.0,1.0,16.25
799,1.5,1,1.0,1.0,4,1,0.011494252873563218,1,1.0,0.0,1.0
800,1.5,--,,,4,--,0.0,--,1.0,,
801,1.5,17,17.0,17.0,4,17,0.012987012987012988,17,1.0,0.0,17.0
802,1.5,37.0,3.0,37.0,4,3.0,0.01904761904761905,20.0,1.0,1.0,20.0
803,1.5,--,,,4,--,0.0,--,1.0,,
804,1.5,--,,,4,--,0.0,--,1.0,,
805,1.5,--,,,4,--,0.0,--,1.0,,
806,1.5,11.0,11.0,11.0,4,11.0,0.02127659574468085,11.0,1.0,1.0,11.0
807,1.5,--,,,4,--,0.0,--,1.0,,
808,1.5,21.0,21.0,21.0,4,21.0,0.017391304347826087,21.0,1.0,0.0,21.0
809,1.5,--,,,4,--,0.0,--,1.0,,
810,1.5,8,8.0,8.0,4,8,0.008771929824561403,8,1.0,0.0,8.0
811,1.5,26.0,6.0,26.0,4,6.0,0.021052631578947368,16.0,1.0,0.0,16.0
812,1.5,--,,,4,--,0.0,--,1.0,,
813,1.5,9,9.0,9.0,4,9,0.013513513513513514,9,1.0,0.0,9.0
814,1.5,45.4,21.0,49.0,4,23.0,0.02830188679245283,31.0,1.0,2.0,33.666666666666664
815,1.5,30.35,10.0,56.0,4,13.8,0.05084745762711865,21.5,1.0,2.0,25.333333333333332
816,1.5,--,,,5,--,0.0,--,1.0,,
817,1.5,4,4.0,4.0,5,4,0.009009009009009009,4,1.0,1.0,4.0
818,1.5,--,,,5,--,0.0,--,1.0,,
819,1.5,--,,,5,--,0.0,--,1.0,,
820,1.5,--,,,5,--,0.0,--,1.0,,
821,1.5,--,,,5,--,0.0,--,1.0,,
822,1.5,11,11.0,11.0,5,11,0.011235955056179775,11,1.0,0.0,11.0
823,1.5,--,,,5,--,0.0,--,1.0,,
824,1.5,24.2,5.0,27.0,5,6.6,0.024390243902439025,13.0,1.0,2.0,15.0
825,1.5,--,,,5,--,0.0,--,1.0,,
826,1.5,--,,,5,--,0.0,--,1.0,,
827,1.5,--,,,5,--,0.0,--,1.0,,
828,1.5,4,4.0,4.0,5,4,0.008771929824561403,4,1.0,0.0,4.0
829,1.5,45,45.0,45.0,5,45,0.011363636363636364,45,1.0,0.0,45.0
830,1.5,--,,,5,--,0.0,--,1.0,,
831,1.5,--,,,5,--,0.0,--,1.0,,
832,1.5,--,,,5,--,0.0,--,1.0,,
833,1.5,--,,,5,--,0.0,--,1.0,,
834,1.5,--,,,5,--,0.0,--,1.0,,
835,1.5,1,1.0,1.0,5,1,0.013513513513513514,1,1.0,0.0,1.0
836,1.5,--,,,5,--,0.0,--,1.0,,
837,1.5,24.3,3.0,25.0,5,5.8,0.07246376811594203,10.0,1.0,2.0,13.8
838,1.5,--,,,5,--,0.0,--,1.0,,
839,1.5,--,,,5,--,0.0,--,1.0,,
840,2.0,1644.6,23.0,3203.0,1,272.25,0.7619047619047619,977.5,1.0,35.0,1046.46875
841,2.0,1860.45,2.0,3573.0,1,295.95,0.8125,755.5,1.0,47.0,1042.974358974359
842,2.0,1734.2,29.0,5102.0,1,272.6,0.90625,615.0,1.0,44.0,1187.103448275862
843,2.0,556.25,1.0,2420.0,1,226.8,0.7317073170731707,358.0,1.0,17.0,475.51666666666665
844,2.0,1774.8,11.0,2953.0,1,374.05,0.7663551401869159,1002.5,1.0,48.0,1158.5487804878048
845,2.0,2398.4,22.0,3936.0,1,508.15,0.7415730337078652,1266.5,1.0,47.0,1512.1363636363637
846,2.0,909.6,9.0,3463.0,1,69.55,0.6595744680851063,431.5,1.0,28.0,723.741935483871
847,2.0,1647.8,5.0,4272.0,1,188.1,0.6589147286821705,868.0,1.0,32.0,1028.1176470588234
848,2.0,1570.6,8.0,2959.0,1,76.45,0.6666666666666666,426.0,1.0,46.0,885.15
849,2.0,1433.75,23.0,3039.0,1,434.15,0.8955223880597015,1022.5,1.0,39.0,1090.0833333333333
850,2.0,1759.6,67.0,3094.0,1,320.1,0.8333333333333334,725.0,1.0,44.0,1081.3647058823528
851,2.0,952.0,4.0,3279.0,1,92.7,0.575,248.0,1.0,32.0,684.5072463768116
852,2.0,838.65,2.0,1918.0,1,252.05,0.6229508196721312,379.0,1.0,24.0,611.6052631578947
853,2.0,1461.75,4.0,3166.0,1,212.8,0.5934065934065934,585.5,1.0,42.0,880.7962962962963
854,2.0,1483.7,20.0,3270.0,1,354.4,0.8181818181818182,715.0,1.0,37.0,918.8395061728395
855,2.0,2455.65,19.0,3944.0,1,181.2,0.8235294117647058,520.0,1.0,56.0,1194.1309523809523
856,2.0,2143.6,8.0,3403.0,1,880.6,0.7211538461538461,1491.0,1.0,41.0,1504.2533333333333
857,2.0,1279.1,11.0,4474.0,1,80.85,0.7472527472527473,400.0,1.0,32.0,762.4264705882352
858,2.0,1698.05,1.0,4212.0,1,199.6,0.7962962962962963,897.5,1.0,45.0,1078.453488372093
859,2.0,1154.35,15.0,2863.0,1,249.0,0.75,579.5,1.0,32.0,809.0128205128206
860,2.0,450.0,6.0,2158.0,1,65.9,0.5454545454545454,200.5,1.0,28.0,309.5833333333333
861,2.0,748.7,14.0,2205.0,1,81.8,0.6621621621621622,312.0,1.0,26.0,554.8367346938776
862,2.0,1707.75,11.0,4111.0,1,211.35,0.7586206896551724,581.0,1.0,44.0,992.2613636363636
863,2.0,1419.9,19.0,6417.0,1,322.7,0.8117647058823529,500.0,1.0,44.0,1099.9130434782608
864,2.0,468.8,9.0,1616.0,2,58.2,0.30526315789473685,157.0,1.0,16.0,381.0689655172414
865,2.0,187.6,1.0,989.0,2,16.9,0.32558139534883723,52.0,1.0,9.0,168.46428571428572
866,2.0,103.0,1.0,290.0,2,20.4,0.2840909090909091,41.0,1.0,9.0,73.48
867,2.0,137.6,14.0,269.0,2,22.45,0.26373626373626374,55.0,1.0,6.0,86.75
868,2.0,279.2,4.0,892.0,2,27.5,0.27884615384615385,69.0,1.0,13.0,179.17241379310346
869,2.0,365.65,4.0,1522.0,2,46.7,0.46153846153846156,117.5,1.0,22.0,260.0833333333333
870,2.0,222.0,6.0,1092.0,2,26.4,0.28125,70.0,1.0,8.0,164.4814814814815
871,2.0,283.0,11.0,1884.0,2,22.4,0.25274725274725274,70.0,1.0,18.0,345.7826086956522
872,2.0,101.4,2.0,167.0,2,31.45,0.20253164556962025,52.5,1.0,6.0,67.375
873,2.0,194.2,1.0,456.0,2,31.1,0.21323529411764705,58.0,1.0,9.0,128.51724137931035
874,2.0,224.8,8.0,752.0,2,46.2,0.33653846153846156,112.0,1.0,17.0,171.25714285714287
875,2.0,174.9,1.0,429.0,2,24.7,0.2358490566037736,90.0,1.0,9.0,115.56
876,2.0,187.8,10.0,799.0,2,34.6,0.28421052631578947,62.0,1.0,9.0,127.5925925925926
877,2.0,186.1,2.0,456.0,2,30.2,0.23148148148148148,97.0,1.0,8.0,131.84
878,2.0,85.75,3.0,500.0,2,15.9,0.2222222222222222,36.5,1.0,6.0,98.25
879,2.0,141.6,8.0,549.0,2,36.2,0.33076923076923076,51.0,1.0,9.0,102.83720930232558
880,2.0,119.2,24.0,357.0,2,38.4,0.2777777777777778,100.0,1.0,12.0,102.4
881,2.0,119.3,3.0,440.0,2,28.8,0.28,67.0,1.0,11.0,96.0952380952381
882,2.0,198.3,2.0,1152.0,2,32.8,0.358974358974359,100.0,1.0,9.0,184.82142857142858
883,2.0,436.2,7.0,900.0,2,94.0,0.44329896907216493,192.0,1.0,15.0,269.3720930232558
884,2.0,191.8,2.0,1049.0,2,33.2,0.35135135135135137,68.0,1.0,17.0,141.87179487179486
885,2.0,233.35,20.0,1434.0,2,34.6,0.22857142857142856,89.5,1.0,18.0,243.25
886,2.0,311.95,4.0,1066.0,2,18.55,0.1686746987951807,117.5,1.0,22.0,202.35714285714286
887,2.0,735.4,6.0,1423.0,2,35.0,0.29292929292929293,84.0,1.0,19.0,369.0689655172414
888,2.0,3.55,1.0,4.0,3,1.0,0.037383177570093455,2.0,1.0,1.0,2.25
889,2.0,61.5,2.0,92.0,3,17.85,0.11965811965811966,35.5,1.0,3.0,40.857142857142854
890,2.0,86.3,3.0,123.0,3,45.9,0.11428571428571428,53.5,1.0,5.0,64.0
891,2.0,68.2,2.0,95.0,3,9.0,0.13157894736842105,40.0,1.0,5.0,38.93333333333333
892,2.0,67.9,21.0,86.0,3,33.1,0.08737864077669903,53.0,1.0,3.0,51.666666666666664
893,2.0,45.2,8.0,125.0,3,19.4,0.0594059405940594,30.0,1.0,2.0,42.333333333333336
894,2.0,84.7,12.0,152.0,3,17.4,0.07758620689655173,32.0,1.0,6.0,52.55555555555556
895,2.0,30.1,3.0,37.0,3,15.8,0.0989010989010989,20.0,1.0,2.0,21.444444444444443
896,2.0,45.7,6.0,86.0,3,29.0,0.12121212121212122,32.0,1.0,3.0,38.5
897,2.0,32.65,2.0,139.0,3,11.8,0.15217391304347827,23.0,1.0,2.0,30.5
898,2.0,126.55,3.0,210.0,3,20.95,0.21176470588235294,37.0,1.0,5.0,66.5
899,2.0,90.25,3.0,313.0,3,12.8,0.10416666666666667,28.0,1.0,5.0,63.7
900,2.0,48.25,4.0,72.0,3,16.35,0.1,29.0,1.0,3.0,33.0
901,2.0,38.0,9.0,45.0,3,17.4,0.06172839506172839,28.0,1.0,1.0,27.6
902,2.0,72.45,1.0,188.0,3,12.2,0.08695652173913043,32.0,1.0,5.0,52.5
903,2.0,61.6,4.0,273.0,3,10.8,0.09876543209876543,26.0,1.0,3.0,58.875
904,2.0,15.0,3.0,15.0,3,3.0,0.017857142857142856,9.0,1.0,0.0,9.0
905,2.0,90.8,6.0,208.0,3,17.1,0.17,23.0,1.0,8.0,61.23529411764706
906,2.0,49.0,1.0,194.0,3,14.85,0.2268041237113402,25.0,1.0,9.0,46.40909090909091
907,2.0,55.8,1.0,129.0,3,14.45,0.11363636363636363,28.0,1.0,6.0,41.7
908,2.0,73.75,6.0,99.0,3,10.9,0.08421052631578947,41.0,1.0,4.0,44.25
909,2.0,74.2,10.0,86.0,3,18.1,0.19318181818181818,25.0,1.0,3.0,42.05882352941177
910,2.0,68.0,11.0,237.0,3,14.9,0.10752688172043011,55.5,1.0,10.0,62.9
911,2.0,41.6,9.0,190.0,3,28.4,0.10743801652892562,38.0,1.0,5.0,48.23076923076923
912,2.0,75.0,20.0,75.0,4,20.0,0.024096385542168676,47.5,1.0,4.0,47.5
913,2.0,35.0,5.0,35.0,4,5.0,0.019230769230769232,20.0,1.0,1.0,20.0
914,2.0,21.2,11.0,22.0,4,12.4,0.027522935779816515,18.0,1.0,1.0,17.0
915,2.0,38.6,26.0,40.0,4,32.3,0.049019607843137254,36.0,1.0,2.0,35.0
916,2.0,23.4,1.0,42.0,4,3.6,0.05343511450381679,13.0,1.0,2.0,16.142857142857142
917,2.0,47.6,10.0,51.0,4,14.8,0.031914893617021274,34.0,1.0,1.0,31.666666666666668
918,2.0,18.0,10.0,75.0,4,10.95,0.06382978723404255,14.0,1.0,2.0,23.166666666666668
919,2.0,--,,,4,--,0.0,--,1.0,,
920,2.0,14,14.0,14.0,4,14,0.009708737864077669,14,1.0,0.0,14.0
921,2.0,43.0,4.0,43.0,4,4.0,0.027777777777777776,23.5,1.0,2.0,23.5
922,2.0,23,23.0,23.0,4,23,0.012345679012345678,23,1.0,1.0,23.0
923,2.0,2,2.0,2.0,4,2,0.01282051282051282,2,1.0,0.0,2.0
924,2.0,29.0,3.0,45.0,4,4.2,0.07777777777777778,20.0,1.0,2.0,18.857142857142858
925,2.0,69.4,6.0,70.0,4,18.2,0.02857142857142857,67.0,1.0,4.0,47.666666666666664
926,2.0,20,20.0,20.0,4,20,0.009345794392523364,20,1.0,3.0,20.0
927,2.0,38.0,21.0,38.0,4,21.0,0.03076923076923077,29.5,1.0,1.0,29.5
928,2.0,87.2,14.0,99.0,4,19.2,0.03333333333333333,40.0,1.0,6.0,51.0
929,2.0,47.8,1.0,53.0,4,6.2,0.024,27.0,1.0,3.0,27.0
930,2.0,--,,,4,--,0.0,--,1.0,,
931,2.0,16,16.0,16.0,4,16,0.010101010101010102,16,1.0,0.0,16.0
932,2.0,330.0,9.0,351.0,4,30.7,0.04950495049504951,61.0,1.0,5.0,156.4
933,2.0,19.0,15.0,19.0,4,15.8,0.026785714285714284,19.0,1.0,1.0,17.666666666666668
934,2.0,70.3,3.0,114.0,4,19.15,0.05555555555555555,52.0,1.0,4.0,51.5
935,2.0,24.2,6.0,35.0,4,6.45,0.0392156862745098,9.0,1.0,2.0,14.75
936,2.0,24.0,11.0,24.0,5,11.0,0.019417475728155338,17.5,1.0,1.0,17.5
937,2.0,87.1,14.0,88.0,5,22.1,0.028985507246376812,59.0,1.0,4.0,55.0
938,2.0,15.8,7.0,17.0,5,7.8,0.03,11.0,1.0,2.0,11.666666666666666
939,2.0,14,14.0,14.0,5,14,0.010101010101010102,14,1.0,1.0,14.0
940,2.0,22.0,18.0,22.0,5,18.0,0.02,20.0,1.0,0.0,20.0
941,2.0,27,27.0,27.0,5,27,0.010416666666666666,27,1.0,1.0,27.0
942,2.0,14.7,1.0,28.0,5,4.5,0.04716981132075472,8.0,1.0,2.0,10.4
943,2.0,--,,,5,--,0.0,--,1.0,,
944,2.0,--,,,5,--,0.0,--,1.0,,
945,2.0,12.0,7.0,12.0,5,7.0,0.018867924528301886,9.5,1.0,0.0,9.5
946,2.0,23,23.0,23.0,5,23,0.01,23,1.0,0.0,23.0
947,2.0,--,,,5,--,0.0,--,1.0,,
948,2.0,32.0,21.0,32.0,5,23.2,0.030612244897959183,32.0,1.0,2.0,28.333333333333332
949,2.0,9,9.0,9.0,5,9,0.011764705882352941,9,1.0,0.0,9.0
950,2.0,--,,,5,--,0.0,--,1.0,,
951,2.0,56.4,1.0,62.0,5,8.0,0.03937007874015748,14.0,1.0,3.0,28.4
952,2.0,47.1,2.0,59.0,5,2.7,0.043859649122807015,15.0,1.0,1.0,24.2
953,2.0,27,27.0,27.0,5,27,0.009708737864077669,27,1.0,0.0,27.0
954,2.0,22,22.0,22.0,5,22,0.010101010101010102,22,1.0,1.0,22.0
955,2.0,69,69.0,69.0,5,69,0.010101010101010102,69,1.0,3.0,69.0
956,2.0,6,6.0,6.0,5,6,0.009259259259259259,6,1.0,0.0,6.0
957,2.0,17,17.0,17.0,5,17,0.013157894736842105,17,1.0,0.0,17.0
958,2.0,--,,,5,--,0.0,--,1.0,,
959,2.0,14,14.0,14.0,5,14,0.00980392156862745,14,1.0,0.0,14.0
960,0.5,117.8,8.0,379.0,1,36.8,0.23976608187134502,54.0,1.5,5.0,86.34146341463415
961,0.5,92.2,1.0,2144.0,1,9.4,0.23809523809523808,40.0,1.5,5.0,194.22857142857143
962,0.5,212.6,1.0,3618.0,1,25.45,0.27906976744186046,61.5,1.5,8.0,362.3333333333333
963,0.5,150.25,7.0,1837.0,1,25.95,0.2550335570469799,53.5,1.5,6.0,261.3157894736842
964,0.5,72.6,1.0,1013.0,1,29.7,0.2733333333333333,44.0,1.5,3.0,115.0
965,0.5,139.5,1.0,1139.0,1,30.7,0.2623762376237624,53.0,1.5,6.0,127.13207547169812
966,0.5,83.55,1.0,1311.0,1,21.45,0.24615384615384617,40.0,1.5,3.0,119.54166666666667
967,0.5,203.3,2.0,1573.0,1,27.45,0.2988505747126437,67.5,1.5,7.0,199.48076923076923
968,0.5,128.85,1.0,1629.0,1,20.9,0.30409356725146197,50.5,1.5,6.0,214.1153846153846
969,0.5,148.5,3.0,874.0,1,34.05,0.2647058823529412,76.5,1.5,6.0,125.47222222222223
970,0.5,297.0,3.0,1289.0,1,27.1,0.32571428571428573,68.0,1.5,10.0,232.2982456140351
971,0.5,1127.0,10.0,1517.0,1,21.8,0.14285714285714285,146.0,1.5,6.0,454.11764705882354
972,0.5,98.2,2.0,2716.0,1,24.0,0.3865979381443299,45.0,1.5,7.0,212.29333333333332
973,0.5,152.8,4.0,676.0,1,49.2,0.25748502994011974,85.0,1.5,4.0,121.76744186046511
974,0.5,263.0,1.0,1866.0,1,16.25,0.26666666666666666,73.5,1.5,7.0,315.6818181818182
975,0.5,442.05,6.0,1576.0,1,41.9,0.3821656050955414,197.5,1.5,11.0,373.1166666666667
976,0.5,261.4,3.0,889.0,1,24.0,0.23648648648648649,79.0,1.5,5.0,191.34285714285716
977,0.5,121.3,2.0,1221.0,1,20.9,0.34146341463414637,56.5,1.5,4.0,176.91071428571428
978,0.5,159.65,2.0,1758.0,1,25.35,0.2913907284768212,72.5,1.5,5.0,205.8181818181818
979,0.5,200.8,4.0,1624.0,1,42.8,0.2484076433121019,99.0,1.5,5.0,237.92307692307693
980,0.5,90.0,2.0,426.0,1,18.55,0.174496644295302,40.5,1.5,2.0,81.3076923076923
981,0.5,73.95,4.0,1654.0,1,24.0,0.3191489361702128,42.0,1.5,5.0,146.03333333333333
982,0.5,147.8,1.0,1019.0,1,28.5,0.25,69.0,1.5,3.0,138.32432432432432
983,0.5,163.6,7.0,2063.0,1,28.0,0.34615384615384615,53.0,1.5,9.0,361.3703703703704
984,0.5,36.0,3.0,46.0,2,9.6,0.0472972972972973,26.0,1.5,0.0,24.0
985,0.5,37.35,9.0,44.0,2,21.35,0.04225352112676056,23.0,1.5,1.0,26.333333333333332
986,0.5,53.85,4.0,130.0,2,15.8,0.07947019867549669,26.0,1.5,2.0,41.083333333333336
987,0.5,23,23.0,23.0,2,23,0.006134969325153374,23,1.5,0.0,23.0
988,0.5,79.9,20.0,145.0,2,22.1,0.03496503496503497,49.0,1.5,1.0,57.8
989,0.5,54.0,7.0,54.0,2,7.0,0.012738853503184714,30.5,1.5,0.0,30.5
990,0.5,47.8,17.0,55.0,2,17.4,0.01910828025477707,19.0,1.5,1.0,30.333333333333332
991,0.5,99.5,1.0,158.0,2,10.2,0.0755813953488372,46.0,1.5,2.0,54.92307692307692
992,0.5,42.2,20.0,44.0,2,23.0,0.02112676056338028,35.0,1.5,0.0,33.0
993,0.5,103.7,8.0,145.0,2,47.9,0.03968253968253968,69.0,1.5,2.0,74.6
994,0.5,74.85,13.0,95.0,2,19.25,0.06504065040650407,25.5,1.5,1.0,43.375
995,0.5,34.0,1.0,42.0,2,1.2,0.02127659574468085,2.0,1.5,0.0,15.0
996,0.5,20.45,3.0,35.0,2,4.45,0.05063291139240506,7.5,1.5,1.0,12.625
997,0.5,73.2,8.0,88.0,2,17.8,0.03910614525139665,31.0,1.5,1.0,41.142857142857146
998,0.5,30.2,2.0,87.0,2,8.2,0.07177033492822966,19.0,1.5,1.0,27.266666666666666
999,0.5,44.2,9.0,67.0,2,11.85,0.03508771929824561,29.0,1.5,1.0,31.5
1000,0.5,48.3,2.0,60.0,2,14.15,0.027777777777777776,31.5,1.5,1.0,31.25
1001,0.5,34.0,25.0,34.0,2,25.0,0.009852216748768473,29.5,1.5,0.0,29.5
1002,0.5,48.0,27.0,51.0,2,28.8,0.01485148514851485,36.0,1.5,2.0,38.0
1003,0.5,63.8,4.0,89.0,2,4.7,0.0273224043715847,26.0,1.5,1.0,35.4
1004,0.5,26.1,1.0,52.0,2,1.7,0.028409090909090908,3.0,1.5,0.0,14.6
1005,0.5,62.95,6.0,100.0,2,9.8,0.04225352112676056,38.5,1.5,2.0,42.333333333333336
1006,0.5,9.8,1.0,12.0,2,1.0,0.024390243902439025,1.0,1.5,1.0,4.666666666666667
1007,0.5,33.6,11.0,38.0,2,12.0,0.020134228187919462,16.0,1.5,0.0,21.666666666666668
1008,0.5,50,50.0,50.0,3,50,0.006802721088435374,50,1.5,1.0,50.0
1009,0.5,--,,,3,--,0.0,--,1.5,,
1010,0.5,--,,,3,--,0.0,--,1.5,,
