,BG_SCALE,Q3,MIN,MAX,N_SURG,Q1,PART,Q2,TARGET_SCALE,MAX_QUEUE_LENGTH,AVG
367,2.0,416.35,2.0,2947.0,1,79.4,0.6666666666666666,186.5,0.5,21.0,438.46875
368,2.0,730.7,4.0,2664.0,1,144.9,0.7222222222222222,331.0,0.5,13.0,569.9230769230769
369,2.0,1931.8,20.0,3680.0,1,330.8,0.7307692307692307,951.0,0.5,33.0,1133.157894736842
370,2.0,1116.15,29.0,2451.0,1,185.8,0.6206896551724138,519.5,0.5,17.0,772.6666666666666
371,2.0,2447.7,69.0,4115.0,1,422.4,0.8387096774193549,1352.5,0.5,36.0,1560.576923076923
372,2.0,1647.3,9.0,3580.0,1,296.35,0.7407407407407407,1159.5,0.5,29.0,1174.25
373,2.0,354.0,19.0,2252.0,1,97.6,0.8571428571428571,184.5,0.5,22.0,339.125
374,2.0,583.35,32.0,1838.0,1,255.2,0.5,433.5,0.5,20.0,502.6111111111111
375,2.0,708.95,94.0,1716.0,1,307.25,0.6486486486486487,489.5,0.5,18.0,542.625
376,2.0,2276.8,36.0,4125.0,1,276.0,0.9210526315789473,1139.0,0.5,45.0,1363.0857142857142
377,2.0,1309.75,22.0,2511.0,1,79.7,0.7058823529411765,433.0,0.5,31.0,742.375
378,2.0,584.7,23.0,724.0,1,60.1,0.5454545454545454,249.0,0.5,13.0,317.1666666666667
379,2.0,1700.65,100.0,2671.0,1,296.05,0.7058823529411765,801.0,0.5,22.0,1055.0833333333333
380,2.0,1898.4,5.0,5574.0,1,265.2,0.8113207547169812,1244.0,0.5,40.0,1406.8837209302326
381,2.0,2649.0,4.0,5620.0,1,380.6,0.7037037037037037,995.0,0.5,53.0,1529.578947368421
382,2.0,999.2,30.0,2081.0,1,82.8,0.8095238095238095,440.0,0.5,23.0,648.2352941176471
383,2.0,1250.7,104.0,3157.0,1,276.9,0.7,655.0,0.5,38.0,1009.9285714285714
384,2.0,238.2,20.0,265.0,2,24.4,0.19444444444444445,111.0,0.5,8.0,129.28571428571428
385,2.0,98.75,5.0,146.0,2,6.35,0.14285714285714285,24.5,0.5,1.0,50.0
386,2.0,304.5,11.0,448.0,2,97.05,0.22857142857142856,157.5,0.5,11.0,194.625
387,2.0,149.7,6.0,720.0,2,53.15,0.32558139534883723,71.5,0.5,5.0,139.0
388,2.0,1116.7,25.0,1417.0,2,28.5,0.13513513513513514,173.0,0.5,18.0,526.6
389,2.0,1290.3,52.0,1608.0,2,73.15,0.18181818181818182,500.5,0.5,6.0,665.25
390,2.0,133.1,2.0,320.0,2,21.6,0.15625,31.0,0.5,8.0,87.2
391,2.0,149.0,26.0,170.0,2,28.8,0.2,129.0,0.5,2.0,99.0
392,2.0,134.6,11.0,316.0,2,41.4,0.19444444444444445,77.0,0.5,6.0,107.57142857142857
393,2.0,131.0,18.0,149.0,2,39.6,0.12903225806451613,87.5,0.5,4.0,85.5
394,2.0,298.1,6.0,762.0,2,29.8,0.3,53.0,0.5,11.0,193.66666666666666
395,2.0,266.05,14.0,286.0,2,15.9,0.25,33.0,0.5,9.0,107.83333333333333
396,2.0,531.35,14.0,842.0,2,15.9,0.2,19.5,0.5,9.0,237.66666666666666
397,2.0,165.6,6.0,1348.0,2,37.0,0.6551724137931034,85.0,0.5,19.0,181.94736842105263
398,2.0,147.7,11.0,478.0,2,27.7,0.3617021276595745,75.0,0.5,15.0,106.05882352941177
399,2.0,156.5,4.0,662.0,2,11.9,0.3170731707317073,59.0,0.5,10.0,122.23076923076923
400,2.0,287.6,26.0,530.0,2,74.8,0.3793103448275862,168.0,0.5,10.0,199.0909090909091
401,2.0,57.8,2.0,65.0,2,21.35,0.1111111111111111,47.0,0.5,2.0,40.25
402,2.0,985.7,34.0,1028.0,2,191.5,0.14814814814814814,659.0,0.5,23.0,595.0
403,2.0,103.3,5.0,125.0,2,57.5,0.15151515151515152,92.0,0.5,4.0,79.2
404,2.0,132.8,2.0,213.0,2,38.6,0.2619047619047619,50.0,0.5,5.0,78.27272727272727
405,2.0,237.35,1.0,1716.0,2,14.95,0.25925925925925924,49.5,0.5,8.0,212.5
406,2.0,162.3,2.0,203.0,2,2.95,0.29411764705882354,89.5,0.5,5.0,91.8
407,2.0,193.4,23.0,519.0,2,51.6,0.25925925925925924,97.0,0.5,13.0,154.42857142857142
408,2.0,36.2,16.0,37.0,3,19.4,0.06976744186046512,33.0,0.5,1.0,28.666666666666668
409,2.0,70.4,4.0,94.0,3,32.4,0.2619047619047619,55.0,0.5,4.0,51.0
410,2.0,97.4,35.0,110.0,3,37.4,0.09375,47.0,0.5,3.0,64.0
411,2.0,13,13.0,13.0,3,13,0.02631578947368421,13,0.5,1.0,13.0
412,2.0,27.0,13.0,30.0,3,13.4,0.1,15.0,0.5,0.0,19.333333333333332
413,2.0,238.5,46.0,256.0,3,74.7,0.15151515151515152,229.0,0.5,8.0,169.8
414,2.0,55.55,6.0,74.0,3,16.35,0.1,31.0,0.5,2.0,35.5
415,2.0,40.95,1.0,75.0,3,5.6,0.17391304347826086,31.0,0.5,2.0,28.875
416,2.0,30.6,6.0,54.0,3,7.6,0.14893617021276595,11.0,0.5,3.0,20.714285714285715
417,2.0,30.45,11.0,39.0,3,12.35,0.13333333333333333,17.0,0.5,4.0,21.0
418,2.0,60.85,4.0,229.0,3,21.1,0.15789473684210525,34.5,0.5,6.0,62.666666666666664
419,2.0,125.6,1.0,131.0,3,26.65,0.125,88.5,0.5,4.0,77.25
420,2.0,652.2,30.0,800.0,3,36.2,0.08333333333333333,61.0,0.5,5.0,297.0
421,2.0,--,,,3,--,0.0,--,0.5,,
422,2.0,61.1,32.0,80.0,3,32.9,0.13793103448275862,36.0,0.5,3.0,46.0
423,2.0,468.0,418.0,468.0,3,418.0,0.043478260869565216,443.0,0.5,9.0,443.0
424,2.0,--,,,3,--,0.0,--,0.5,,
425,2.0,27,27.0,27.0,3,27,0.030303030303030304,27,0.5,0.0,27.0
426,2.0,38.8,13.0,40.0,3,17.2,0.1,34.0,0.5,2.0,29.0
427,2.0,59.25,10.0,132.0,3,16.85,0.2631578947368421,31.5,0.5,2.0,43.8
428,2.0,63.6,10.0,65.0,3,19.6,0.1111111111111111,58.0,0.5,4.0,44.333333333333336
429,2.0,308.8,6.0,541.0,3,12.3,0.12903225806451613,22.5,0.5,7.0,148.0
430,2.0,102.0,100.0,102.0,3,100.0,0.0625,101.0,0.5,2.0,101.0
431,2.0,140.05,7.0,181.0,3,26.8,0.12903225806451613,70.5,0.5,5.0,82.25
432,2.0,29,29.0,29.0,4,29,0.03333333333333333,29,0.5,0.0,29.0
433,2.0,--,,,4,--,0.0,--,0.5,,
434,2.0,32,32.0,32.0,4,32,0.03225806451612903,32,0.5,0.0,32.0
435,2.0,--,,,4,--,0.0,--,0.5,,
436,2.0,115,115.0,115.0,4,115,0.03225806451612903,115,0.5,5.0,115.0
437,2.0,13,13.0,13.0,4,13,0.034482758620689655,13,0.5,1.0,13.0
438,2.0,18,18.0,18.0,4,18,0.021739130434782608,18,0.5,1.0,18.0
439,2.0,45.0,7.0,45.0,4,7.0,0.058823529411764705,26.0,0.5,1.0,26.0
440,2.0,--,,,4,--,0.0,--,0.5,,
441,2.0,--,,,4,--,0.0,--,0.5,,
442,2.0,--,,,4,--,0.0,--,0.5,,
443,2.0,--,,,4,--,0.0,--,0.5,,
444,2.0,147.0,35.0,148.0,4,56.6,0.09375,143.0,0.5,6.0,108.66666666666667
445,2.0,78.0,40.0,78.0,4,40.0,0.05714285714285714,59.0,0.5,3.0,59.0
446,2.0,31.0,10.0,31.0,4,10.0,0.047619047619047616,20.5,0.5,1.0,20.5
447,2.0,--,,,4,--,0.0,--,0.5,,
448,2.0,--,,,4,--,0.0,--,0.5,,
449,2.0,34.0,25.0,34.0,4,25.0,0.07142857142857142,29.5,0.5,3.0,29.5
450,2.0,--,,,4,--,0.0,--,0.5,,
451,2.0,--,,,4,--,0.0,--,0.5,,
452,2.0,--,,,4,--,0.0,--,0.5,,
453,2.0,--,,,4,--,0.0,--,0.5,,
454,2.0,--,,,4,--,0.0,--,0.5,,
455,2.0,26,26.0,26.0,4,26,0.02857142857142857,26,0.5,2.0,26.0
456,2.0,--,,,5,--,0.0,--,0.5,,
457,2.0,--,,,5,--,0.0,--,0.5,,
458,2.0,--,,,5,--,0.0,--,0.5,,
459,2.0,--,,,5,--,0.0,--,0.5,,
460,2.0,--,,,5,--,0.0,--,0.5,,
461,2.0,8,8.0,8.0,5,8,0.023255813953488372,8,0.5,0.0,8.0
462,2.0,--,,,5,--,0.0,--,0.5,,
463,2.0,--,,,5,--,0.0,--,0.5,,
464,2.0,--,,,5,--,0.0,--,0.5,,
465,2.0,23,23.0,23.0,5,23,0.03333333333333333,23,0.5,1.0,23.0
466,2.0,--,,,5,--,0.0,--,0.5,,
467,2.0,57.0,5.0,57.0,5,5.0,0.058823529411764705,31.0,0.5,1.0,31.0
468,2.0,23,23.0,23.0,5,23,0.037037037037037035,23,0.5,1.0,23.0
469,2.0,--,,,5,--,0.0,--,0.5,,
470,2.0,19,19.0,19.0,5,19,0.029411764705882353,19,0.5,0.0,19.0
471,2.0,--,,,5,--,0.0,--,0.5,,
472,2.0,--,,,5,--,0.0,--,0.5,,
473,2.0,--,,,5,--,0.0,--,0.5,,
474,2.0,--,,,5,--,0.0,--,0.5,,
475,2.0,--,,,5,--,0.0,--,0.5,,
476,2.0,25,25.0,25.0,5,25,0.027777777777777776,25,0.5,0.0,25.0
477,2.0,--,,,5,--,0.0,--,0.5,,
478,2.0,--,,,5,--,0.0,--,0.5,,
479,2.0,24,24.0,24.0,5,24,0.03571428571428571,24,0.5,0.0,24.0
480,0.5,73.2,5.0,413.0,1,18.0,0.20588235294117646,36.5,1.0,3.0,60.035714285714285
481,0.5,93.25,5.0,1186.0,1,18.35,0.23076923076923078,43.5,1.0,4.0,171.41666666666666
482,0.5,90.05,2.0,162.0,1,27.85,0.1941747572815534,54.5,1.0,1.0,60.65
483,0.5,205.0,10.0,1266.0,1,44.0,0.21428571428571427,60.0,1.0,3.0,248.28571428571428
484,0.5,59.2,1.0,88.0,1,23.0,0.17647058823529413,37.0,1.0,1.0,41.4
485,0.5,180.4,2.0,458.0,1,13.2,0.21518987341772153,47.0,1.0,4.0,105.23529411764706
486,0.5,56.4,5.0,1259.0,1,20.4,0.18292682926829268,26.0,1.0,1.0,126.2
487,0.5,122.8,1.0,859.0,1,27.2,0.24770642201834864,53.0,1.0,2.0,110.5925925925926
488,0.5,292.75,9.0,1636.0,1,36.9,0.24489795918367346,104.0,1.0,6.0,317.5833333333333
489,0.5,91.55,15.0,467.0,1,30.0,0.1643835616438356,44.5,1.0,6.0,94.66666666666667
490,0.5,63.0,12.0,1173.0,1,22.8,0.18055555555555555,45.0,1.0,1.0,186.84615384615384
491,0.5,87.1,7.0,916.0,1,29.4,0.18556701030927836,58.5,1.0,2.0,104.5
492,0.5,144.85,13.0,1401.0,1,32.35,0.18947368421052632,92.5,1.0,4.0,176.83333333333334
493,0.5,235.75,5.0,1879.0,1,51.35,0.21052631578947367,115.0,1.0,4.0,277.05
494,0.5,259.2,2.0,1240.0,1,26.65,0.26,77.0,1.0,4.0,232.26923076923077
495,0.5,79.6,9.0,1401.0,1,22.2,0.28421052631578947,45.0,1.0,3.0,107.70370370370371
496,0.5,95.4,10.0,152.0,1,16.8,0.15,30.0,1.0,1.0,57.0
497,0.5,99.2,5.0,1163.0,1,21.25,0.23728813559322035,51.5,1.0,4.0,144.14285714285714
498,0.5,84.6,6.0,136.0,1,20.6,0.07865168539325842,45.0,1.0,1.0,55.142857142857146
499,0.5,75.7,1.0,1038.0,1,18.5,0.29,31.0,1.0,4.0,131.3793103448276
500,0.5,149.7,3.0,1300.0,1,25.9,0.32061068702290074,78.5,1.0,6.0,187.16666666666666
501,0.5,383.05,2.0,2131.0,1,19.0,0.3125,68.0,1.0,9.0,495.9
502,0.5,57.9,1.0,193.0,1,28.7,0.17708333333333334,47.0,1.0,2.0,54.88235294117647
503,0.5,101.85,5.0,1284.0,1,25.0,0.26548672566371684,55.0,1.0,3.0,167.03333333333333
504,0.5,74,74.0,74.0,2,74,0.011627906976744186,74,1.0,0.0,74.0
505,0.5,24.0,2.0,24.0,2,2.0,0.028985507246376812,13.0,1.0,1.0,13.0
506,0.5,31.8,6.0,43.0,2,10.2,0.034722222222222224,14.0,1.0,1.0,20.4
507,0.5,49.65,5.0,51.0,2,8.15,0.03508771929824561,30.0,1.0,0.0,29.0
508,0.5,55.0,1.0,90.0,2,3.1,0.052083333333333336,5.0,1.0,2.0,28.0
509,0.5,8,8.0,8.0,2,8,0.016666666666666666,8,1.0,1.0,8.0
510,0.5,72.0,21.0,72.0,2,21.0,0.024096385542168676,46.5,1.0,1.0,46.5
511,0.5,--,,,2,--,0.0,--,1.0,,
512,0.5,24.95,2.0,29.0,2,6.5,0.039603960396039604,16.0,1.0,1.0,15.75
513,0.5,113.55,12.0,150.0,2,19.2,0.037037037037037035,48.5,1.0,1.0,64.75
514,0.5,19.2,1.0,21.0,2,4.6,0.038834951456310676,13.0,1.0,0.0,12.0
515,0.5,--,,,2,--,0.0,--,1.0,,
516,0.5,15.0,10.0,15.0,2,10.0,0.018518518518518517,12.5,1.0,0.0,12.5
517,0.5,28,28.0,28.0,2,28,0.010101010101010102,28,1.0,1.0,28.0
518,0.5,--,,,2,--,0.0,--,1.0,,
519,0.5,43.15,5.0,67.0,2,7.7,0.047058823529411764,12.5,1.0,1.0,24.25
520,0.5,35,35.0,35.0,2,35,0.01020408163265306,35,1.0,0.0,35.0
521,0.5,25.0,5.0,25.0,2,5.0,0.0196078431372549,15.0,1.0,0.0,15.0
522,0.5,35.8,1.0,42.0,2,3.0,0.03488372093023256,11.0,1.0,1.0,18.0
523,0.5,43,43.0,43.0,2,43,0.01098901098901099,43,1.0,0.0,43.0
524,0.5,68.3,2.0,107.0,2,4.7,0.03571428571428571,14.5,1.0,1.0,34.5
525,0.5,7,7.0,7.0,2,7,0.013333333333333334,7,1.0,0.0,7.0
526,0.5,29.6,12.0,32.0,2,13.6,0.037037037037037035,20.0,1.0,1.0,21.333333333333332
527,0.5,92.9,25.0,110.0,2,37.6,0.039603960396039604,62.5,1.0,2.0,65.0
528,0.5,--,,,3,--,0.0,--,1.0,,
529,0.5,--,,,3,--,0.0,--,1.0,,
530,0.5,9,9.0,9.0,3,9,0.00909090909090909,9,1.0,0.0,9.0
531,0.5,32.0,24.0,32.0,3,24.0,0.021739130434782608,28.0,1.0,1.0,28.0
532,0.5,--,,,3,--,0.0,--,1.0,,
533,0.5,--,,,3,--,0.0,--,1.0,,
534,0.5,--,,,3,--,0.0,--,1.0,,
535,0.5,--,,,3,--,0.0,--,1.0,,
536,0.5,--,,,3,--,0.0,--,1.0,,
537,0.5,--,,,3,--,0.0,--,1.0,,
538,0.5,--,,,3,--,0.0,--,1.0,,
539,0.5,--,,,3,--,0.0,--,1.0,,
540,0.5,23,23.0,23.0,3,23,0.01282051282051282,23,1.0,0.0,23.0
541,0.5,--,,,3,--,0.0,--,1.0,,
542,0.5,--,,,3,--,0.0,--,1.0,,
543,0.5,48,48.0,48.0,3,48,0.012345679012345678,48,1.0,0.0,48.0
544,0.5,--,,,3,--,0.0,--,1.0,,
545,0.5,--,,,3,--,0.0,--,1.0,,
546,0.5,--,,,3,--,0.0,--,1.0,,
547,0.5,--,,,3,--,0.0,--,1.0,,
548,0.5,--,,,3,--,0.0,--,1.0,,
549,0.5,--,,,3,--,0.0,--,1.0,,
550,0.5,8,8.0,8.0,3,8,0.009174311926605505,8,1.0,1.0,8.0
551,0.5,--,,,3,--,0.0,--,1.0,,
552,0.5,--,,,4,--,0.0,--,1.0,,
553,0.5,--,,,4,--,0.0,--,1.0,,
554,0.5,--,,,4,--,0.0,--,1.0,,
555,0.5,--,,,4,--,0.0,--,1.0,,
556,0.5,--,,,4,--,0.0,--,1.0,,
557,0.5,--,,,4,--,0.0,--,1.0,,
558,0.5,--,,,4,--,0.0,--,1.0,,
559,0.5,--,,,4,--,0.0,--,1.0,,
560,0.5,--,,,4,--,0.0,--,1.0,,
561,0.5,--,,,4,--,0.0,--,1.0,,
562,0.5,--,,,4,--,0.0,--,1.0,,
563,0.5,--,,,4,--,0.0,--,1.0,,
564,0.5,--,,,4,--,0.0,--,1.0,,
565,0.5,--,,,4,--,0.0,--,1.0,,
566,0.5,--,,,4,--,0.0,--,1.0,,
567,0.5,--,,,4,--,0.0,--,1.0,,
568,0.5,--,,,4,--,0.0,--,1.0,,
569,0.5,--,,,4,--,0.0,--,1.0,,
570,0.5,--,,,4,--,0.0,--,1.0,,
571,0.5,--,,,4,--,0.0,--,1.0,,
572,0.5,--,,,4,--,0.0,--,1.0,,
573,0.5,--,,,4,--,0.0,--,1.0,,
574,0.5,--,,,4,--,0.0,--,1.0,,
575,0.5,--,,,4,--,0.0,--,1.0,,
576,0.5,--,,,5,--,0.0,--,1.0,,
577,0.5,--,,,5,--,0.0,--,1.0,,
578,0.5,--,,,5,--,0.0,--,1.0,,
579,0.5,--,,,5,--,0.0,--,1.0,,
580,0.5,--,,,5,--,0.0,--,1.0,,
581,0.5,--,,,5,--,0.0,--,1.0,,
582,0.5,--,,,5,--,0.0,--,1.0,,
583,0.5,--,,,5,--,0.0,--,1.0,,
584,0.5,--,,,5,--,0.0,--,1.0,,
585,0.5,--,,,5,--,0.0,--,1.0,,
586,0.5,--,,,5,--,0.0,--,1.0,,
587,0.5,--,,,5,--,0.0,--,1.0,,
588,0.5,--,,,5,--,0.0,--,1.0,,
589,0.5,--,,,5,--,0.0,--,1.0,,
590,0.5,--,,,5,--,0.0,--,1.0,,
591,0.5,--,,,5,--,0.0,--,1.0,,
592,0.5,--,,,5,--,0.0,--,1.0,,
593,0.5,--,,,5,--,0.0,--,1.0,,
594,0.5,--,,,5,--,0.0,--,1.0,,
595,0.5,--,,,5,--,0.0,--,1.0,,
596,0.5,--,,,5,--,0.0,--,1.0,,
597,0.5,--,,,5,--,0.0,--,1.0,,
598,0.5,--,,,5,--,0.0,--,1.0,,
599,0.5,--,,,5,--,0.0,--,1.0,,
600,1.0,367.4,7.0,1668.0,1,74.4,0.49166666666666664,193.0,1.0,10.0,346.93220338983053
601,1.0,390.0,2.0,1682.0,1,60.0,0.45384615384615384,116.0,1.0,19.0,327.08474576271186
602,1.0,752.0,4.0,1880.0,1,60.0,0.46825396825396826,243.0,1.0,15.0,457.864406779661
603,1.0,213.8,1.0,1417.0,1,44.0,0.34,91.5,1.0,8.0,212.14705882352942
604,1.0,314.75,9.0,2338.0,1,44.9,0.30612244897959184,83.0,1.0,11.0,369.23333333333335
605,1.0,538.6,1.0,2016.0,1,66.25,0.5416666666666666,186.0,1.0,7.0,357.3269230769231
606,1.0,698.2,1.0,2686.0,1,18.8,0.27927927927927926,119.0,1.0,13.0,525.8064516129032
607,1.0,239.0,2.0,1506.0,1,37.35,0.37681159420289856,87.0,1.0,10.0,209.84615384615384
608,1.0,274.05,11.0,604.0,1,66.95,0.4473684210526316,100.0,1.0,9.0,180.11764705882354
609,1.0,286.2,2.0,1984.0,1,48.7,0.5096153846153846,138.0,1.0,8.0,303.188679245283
610,1.0,148.6,2.0,1064.0,1,37.5,0.4880952380952381,68.0,1.0,10.0,179.21951219512195
611,1.0,137.9,11.0,863.0,1,30.1,0.27472527472527475,59.0,1.0,8.0,116.64
612,1.0,199.1,2.0,1970.0,1,34.0,0.336283185840708,59.5,1.0,8.0,329.1578947368421
613,1.0,206.2,7.0,1435.0,1,32.4,0.29347826086956524,70.0,1.0,16.0,232.5185185185185
614,1.0,832.8,11.0,1814.0,1,67.2,0.42391304347826086,149.0,1.0,13.0,443.3333333333333
615,1.0,142.8,2.0,1001.0,1,30.9,0.2926829268292683,46.0,1.0,14.0,168.54166666666666
616,1.0,234.0,2.0,1262.0,1,35.7,0.46226415094339623,100.0,1.0,9.0,249.16326530612244
617,1.0,100.2,11.0,205.0,1,44.6,0.32098765432098764,74.5,1.0,3.0,81.07692307692308
618,1.0,325.75,4.0,1503.0,1,36.8,0.5263157894736842,96.5,1.0,10.0,230.125
619,1.0,208.45,2.0,885.0,1,40.7,0.3855421686746988,103.5,1.0,7.0,175.125
620,1.0,384.45,16.0,1276.0,1,24.0,0.32098765432098764,206.0,1.0,8.0,251.42307692307693
621,1.0,453.0,5.0,1445.0,1,50.55,0.3225806451612903,125.0,1.0,7.0,320.0
622,1.0,217.5,5.0,2008.0,1,54.45,0.47863247863247865,113.0,1.0,16.0,240.82142857142858
623,1.0,156.85,9.0,1504.0,1,25.9,0.37209302325581395,62.5,1.0,5.0,148.625
624,1.0,234.7,8.0,350.0,2,12.9,0.11538461538461539,31.0,1.0,5.0,107.75
625,1.0,77.6,6.0,415.0,2,20.0,0.10377358490566038,47.0,1.0,4.0,95.18181818181819
626,1.0,628.0,4.0,1391.0,2,27.5,0.19148936170212766,157.0,1.0,7.0,378.6666666666667
627,1.0,26.95,4.0,127.0,2,6.45,0.07476635514018691,14.0,1.0,2.0,28.125
628,1.0,104.0,11.0,258.0,2,21.6,0.09734513274336283,41.0,1.0,5.0,70.63636363636364
629,1.0,79.2,26.0,83.0,2,47.85,0.0625,53.0,1.0,2.0,57.166666666666664
630,1.0,43.8,16.0,50.0,2,16.6,0.038461538461538464,19.0,1.0,1.0,28.333333333333332
631,1.0,220.8,34.0,254.0,2,44.8,0.0375,88.0,1.0,2.0,125.33333333333333
632,1.0,37.4,3.0,86.0,2,4.7,0.10714285714285714,7.0,1.0,4.0,24.666666666666668
633,1.0,129.7,4.0,185.0,2,11.7,0.056179775280898875,70.0,1.0,2.0,76.0
634,1.0,37.05,2.0,38.0,2,8.65,0.0594059405940594,19.0,1.0,1.0,20.666666666666668
635,1.0,119.2,7.0,1244.0,2,19.6,0.08433734939759036,31.0,1.0,5.0,214.14285714285714
636,1.0,25.75,5.0,28.0,2,8.6,0.047058823529411764,18.0,1.0,0.0,17.25
637,1.0,77.4,10.0,187.0,2,30.8,0.10576923076923077,50.0,1.0,2.0,60.36363636363637
638,1.0,54.2,11.0,65.0,2,14.6,0.043010752688172046,30.0,1.0,2.0,34.0
639,1.0,62.15,4.0,217.0,2,5.9,0.06,42.0,1.0,2.0,60.833333333333336
640,1.0,66.6,10.0,111.0,2,13.8,0.0625,18.0,1.0,2.0,38.714285714285715
641,1.0,30.2,3.0,68.0,2,4.4,0.06329113924050633,11.0,1.0,0.0,20.2
642,1.0,68.6,4.0,154.0,2,15.0,0.10476190476190476,51.0,1.0,2.0,53.45454545454545
643,1.0,113.6,21.0,185.0,2,24.5,0.05813953488372093,75.0,1.0,3.0,78.0
644,1.0,61.75,2.0,179.0,2,19.75,0.09345794392523364,33.5,1.0,3.0,57.8
645,1.0,59.4,4.0,98.0,2,5.4,0.10679611650485436,12.0,1.0,4.0,34.54545454545455
646,1.0,167.55,1.0,1294.0,2,33.75,0.2028985507246377,73.0,1.0,8.0,245.64285714285714
647,1.0,28.0,3.0,28.0,2,4.8,0.0625,17.5,1.0,1.0,16.5
648,1.0,38.6,10.0,45.0,3,10.6,0.03225806451612903,13.0,1.0,1.0,22.666666666666668
649,1.0,--,,,3,--,0.0,--,1.0,,
650,1.0,6,6.0,6.0,3,6,0.010869565217391304,6,1.0,0.0,6.0
651,1.0,28.15,3.0,34.0,3,5.7,0.04081632653061224,15.0,1.0,2.0,16.75
652,1.0,19,19.0,19.0,3,19,0.00909090909090909,19,1.0,0.0,19.0
653,1.0,49.4,37.0,52.0,3,37.4,0.023622047244094488,39.0,1.0,0.0,42.666666666666664
654,1.0,12,12.0,12.0,3,12,0.0136986301369863,12,1.0,0.0,12.0
655,1.0,--,,,3,--,0.0,--,1.0,,
656,1.0,--,,,3,--,0.0,--,1.0,,
657,1.0,67.55,7.0,86.0,3,21.4,0.057971014492753624,42.0,1.0,2.0,44.25
658,1.0,16.8,3.0,20.0,3,3.2,0.033707865168539325,4.0,1.0,0.0,9.0
659,1.0,21.0,10.0,21.0,3,10.0,0.02564102564102564,15.5,1.0,1.0,15.5
660,1.0,2,2.0,2.0,3,2,0.01,2,1.0,0.0,2.0
661,1.0,--,,,3,--,0.0,--,1.0,,
662,1.0,17.0,11.0,17.0,3,11.0,0.023529411764705882,14.0,1.0,0.0,14.0
663,1.0,4,4.0,4.0,3,4,0.009708737864077669,4,1.0,0.0,4.0
664,1.0,51.6,13.0,57.0,3,16.4,0.03260869565217391,30.0,1.0,1.0,33.333333333333336
665,1.0,15.0,8.0,15.0,3,8.0,0.019801980198019802,11.5,1.0,0.0,11.5
666,1.0,134.15,8.0,221.0,3,15.65,0.037037037037037035,26.5,1.0,2.0,70.5
667,1.0,41.6,8.0,65.0,3,8.45,0.03389830508474576,11.0,1.0,1.0,23.75
668,1.0,18,18.0,18.0,3,18,0.009900990099009901,18,1.0,0.0,18.0
669,1.0,3,3.0,3.0,3,3,0.009523809523809525,3,1.0,0.0,3.0
670,1.0,53.6,8.0,61.0,3,11.2,0.0375,24.0,1.0,1.0,31.0
671,1.0,--,,,3,--,0.0,--,1.0,,
672,1.0,--,,,4,--,0.0,--,1.0,,
673,1.0,--,,,4,--,0.0,--,1.0,,
674,1.0,31,31.0,31.0,4,31,0.009433962264150943,31,1.0,1.0,31.0
675,1.0,--,,,4,--,0.0,--,1.0,,
676,1.0,--,,,4,--,0.0,--,1.0,,
677,1.0,--,,,4,--,0.0,--,1.0,,
678,1.0,--,,,4,--,0.0,--,1.0,,
679,1.0,--,,,4,--,0.0,--,1.0,,
680,1.0,--,,,4,--,0.0,--,1.0,,
681,1.0,--,,,4,--,0.0,--,1.0,,
682,1.0,--,,,4,--,0.0,--,1.0,,
683,1.0,--,,,4,--,0.0,--,1.0,,
684,1.0,22.6,1.0,24.0,4,5.2,0.044642857142857144,14.0,1.0,1.0,13.6
685,1.0,--,,,4,--,0.0,--,1.0,,
686,1.0,--,,,4,--,0.0,--,1.0,,
687,1.0,34,34.0,34.0,4,34,0.0125,34,1.0,0.0,34.0
688,1.0,--,,,4,--,0.0,--,1.0,,
689,1.0,--,,,4,--,0.0,--,1.0,,
690,1.0,44,44.0,44.0,4,44,0.008403361344537815,44,1.0,1.0,44.0
691,1.0,--,,,4,--,0.0,--,1.0,,
692,1.0,--,,,4,--,0.0,--,1.0,,
693,1.0,28,28.0,28.0,4,28,0.009433962264150943,28,1.0,1.0,28.0
694,1.0,69.0,11.0,69.0,4,11.0,0.02040816326530612,40.0,1.0,0.0,40.0
695,1.0,--,,,4,--,0.0,--,1.0,,
696,1.0,--,,,5,--,0.0,--,1.0,,
697,1.0,--,,,5,--,0.0,--,1.0,,
698,1.0,--,,,5,--,0.0,--,1.0,,
699,1.0,--,,,5,--,0.0,--,1.0,,
700,1.0,--,,,5,--,0.0,--,1.0,,
701,1.0,--,,,5,--,0.0,--,1.0,,
702,1.0,--,,,5,--,0.0,--,1.0,,
703,1.0,--,,,5,--,0.0,--,1.0,,
704,1.0,--,,,5,--,0.0,--,1.0,,
705,1.0,--,,,5,--,0.0,--,1.0,,
706,1.0,--,,,5,--,0.0,--,1.0,,
707,1.0,--,,,5,--,0.0,--,1.0,,
708,1.0,--,,,5,--,0.0,--,1.0,,
709,1.0,--,,,5,--,0.0,--,1.0,,
710,1.0,--,,,5,--,0.0,--,1.0,,
711,1.0,--,,,5,--,0.0,--,1.0,,
712,1.0,5,5.0,5.0,5,5,0.007751937984496124,5,1.0,1.0,5.0
713,1.0,--,,,5,--,0.0,--,1.0,,
714,1.0,--,,,5,--,0.0,--,1.0,,
715,1.0,--,,,5,--,0.0,--,1.0,,
716,1.0,--,,,5,--,0.0,--,1.0,,
717,1.0,1,1.0,1.0,5,1,0.008547008547008548,1,1.0,0.0,1.0
