,PART,SCALE,Q1,Q3,AVG,N_SURG,Q2,MAX,MIN
110,0.225531914893617,2.0,14.0,55.0,39.60377358490566,3,31.0,118,1
111,0.15384615384615385,2.0,14.849999999999998,86.25,52.470588235294116,3,39.0,170,2
112,0.21649484536082475,2.0,28.95,92.0,65.97619047619048,3,58.5,217,6
113,0.228310502283105,2.0,14.95,62.099999999999994,55.28,3,37.5,293,3
114,0.20276497695852536,2.0,11.0,70.74999999999999,54.56818181818182,3,26.5,379,3
115,0.14937759336099585,2.0,11.0,64.4,35.861111111111114,3,25.5,99,1
116,0.1829787234042553,2.0,20.4,101.39999999999998,58.27906976744186,3,38.0,165,3
117,0.1318181818181818,2.0,19.0,77.4,57.41379310344828,3,35.0,174,2
118,0.26744186046511625,2.0,19.0,157.69999999999993,105.81159420289855,3,61.0,408,2
119,0.31636363636363635,2.0,20.0,90.19999999999999,74.67816091954023,3,43.0,291,1
120,1.0,2.5,4930.8,9576.9,6776.50354609929,1,6301.0,12780,602
121,0.9753086419753086,2.5,1561.1,5600.400000000001,3661.3101265822784,1,4153.5,6631,35
122,1.0,2.5,3964.6000000000004,6725.1,4947.8994708994705,1,5257.0,8253,85
123,0.9830508474576272,2.5,2119.7000000000003,9040.1,6179.316091954023,1,8123.0,9979,47
124,0.9611650485436893,2.5,427.90000000000003,3368.35,2018.8989898989898,1,1146.5,8529,3
125,0.9834710743801653,2.5,4427.4,13659.2,9015.546218487394,1,7906.0,16820,30
126,0.9411764705882353,2.5,1902.8500000000001,5461.500000000001,4004.755681818182,1,2983.5,11435,4
127,0.9948186528497409,2.5,2969.55,4031.3,3445.7447916666665,1,3529.0,6090,120
128,1.0,2.5,3791.8,4787.200000000001,4201.782608695652,1,4306.0,6305,80
129,1.0,2.5,4131.3,5371.75,4445.978260869565,1,4671.5,6416,600
130,0.4388185654008439,2.5,41.0,263.5499999999999,245.34615384615384,2,105.0,1171,1
131,0.5407725321888412,2.5,65.9,360.5,218.33333333333334,2,162.0,893,1
132,0.5344827586206896,2.5,85.89999999999999,686.3499999999999,472.46774193548384,2,264.5,1824,1
133,0.5102040816326531,2.5,58.25,460.2499999999999,318.06,2,184.5,1383,1
134,0.6181818181818182,2.5,84.0,456.79999999999995,337.93382352941177,2,207.0,1307,1
135,0.6954545454545454,2.5,80.10000000000001,491.3,328.3333333333333,2,281.0,1430,2
136,0.49612403100775193,2.5,45.35000000000001,415.55,379.171875,2,125.5,2148,1
137,0.5228758169934641,2.5,80.25,413.4,286.2,2,257.5,1026,1
138,0.43171806167400884,2.5,41.95,260.05,193.41836734693877,2,134.5,655,1
139,0.5148514851485149,2.5,58.9,318.09999999999997,251.41346153846155,2,208.0,1183,5
140,0.3230769230769231,2.5,23.599999999999998,126.39999999999999,113.06349206349206,3,66.0,476,1
141,0.18316831683168316,2.5,19.7,109.60000000000002,80.8108108108108,3,29.0,354,2
142,0.26359832635983266,2.5,18.799999999999997,111.19999999999999,66.28571428571429,3,53.0,205,2
143,0.22265625,2.5,15.7,82.3,60.70175438596491,3,41.0,327,1
144,0.357429718875502,2.5,27.0,166.99999999999997,113.71910112359551,3,63.0,566,1
145,0.19433198380566802,2.5,13.899999999999999,71.55,54.333333333333336,3,44.5,192,3
146,0.3441295546558704,2.5,34.099999999999994,223.59999999999997,150.28235294117647,3,130.0,525,2
147,0.33458646616541354,2.5,27.0,198.6,139.34831460674158,3,81.0,650,1
148,0.26635514018691586,2.5,16.7,93.0,65.49122807017544,3,47.0,241,1
149,0.25675675675675674,2.5,18.0,199.69999999999993,253.28070175438597,3,53.0,1520,3
