,PART,MAX_QUEUE_LENGTH,N_SURG,Q2,Q1,MIN,AVG,MAX,SCALE,Q3
0,0.9926470588235294,617,2,9530.0,4450.950000000001,2,9364.513333333334,17390,1.0,13723.349999999993
