,TARGET_SCALE,Q2,AVG,N_SURG,Q3,Q1,MIN,BG_SCALE,MAX_QUEUE_LENGTH,MAX,PART
1492,0.5,--,,5,--,--,,1.5,,,0.0
1493,0.5,--,,5,--,--,,1.5,,,0.0
1494,0.5,--,,5,--,--,,1.5,,,0.0
1495,0.5,--,,5,--,--,,1.5,,,0.0
1496,0.5,--,,5,--,--,,1.5,,,0.0
1497,0.5,--,,5,--,--,,1.5,,,0.0
1498,0.5,--,,5,--,--,,1.5,,,0.0
1499,0.5,19,19.0,5,19,19,19.0,1.5,0.0,19.0,0.045454545454545456
1500,0.5,184.0,440.3529411764706,1,578.8,66.2,8.0,2.0,23.0,1837.0,0.7391304347826086
1501,0.5,676.5,880.4166666666666,1,1348.35,170.15,40.0,2.0,28.0,3421.0,0.8275862068965517
1502,0.5,461.0,542.1875,1,639.8,148.7,34.0,2.0,27.0,1830.0,0.47058823529411764
1503,0.5,821.0,1006.6666666666666,1,1472.2,301.6,50.0,2.0,28.0,3335.0,0.5
1504,0.5,305.0,435.1304347826087,1,758.0,105.8,19.0,2.0,26.0,1424.0,0.5476190476190477
1505,0.5,455.0,592.4583333333334,1,1020.25,94.8,34.0,2.0,21.0,1748.0,0.8
1506,0.5,264.0,550.2857142857143,1,992.2,105.1,16.0,2.0,32.0,1849.0,0.6176470588235294
1507,0.5,433.0,1030.3529411764705,1,1641.5,158.2,16.0,2.0,33.0,3626.0,0.40476190476190477
1508,0.5,277.0,745.1612903225806,1,1085.8,118.6,35.0,2.0,32.0,3128.0,0.7209302325581395
1509,0.5,572.0,801.0882352941177,1,1334.65,133.2,6.0,2.0,37.0,3470.0,0.68
1510,0.5,288.0,476.0357142857143,1,687.45,133.5,30.0,2.0,22.0,1789.0,0.7368421052631579
1511,0.5,432.5,608.5,1,766.3,273.0,108.0,2.0,18.0,1745.0,0.625
1512,0.5,901.0,960.0833333333334,1,1494.1,413.55,40.0,2.0,22.0,2204.0,0.6
1513,0.5,907.0,1067.0666666666666,1,1771.8,406.0,107.0,2.0,32.0,2488.0,0.6521739130434783
1514,0.5,1607.0,1440.923076923077,1,2253.7,347.3,3.0,2.0,39.0,3212.0,0.8387096774193549
1515,0.5,390.0,597.1363636363636,1,958.6,83.45,3.0,2.0,21.0,2743.0,0.8148148148148148
1516,0.5,210.0,423.72222222222223,1,655.2,83.1,19.0,2.0,22.0,1726.0,0.6666666666666666
1517,0.5,457.0,525.5416666666666,1,821.3,109.25,25.0,2.0,16.0,1914.0,0.8275862068965517
1518,0.5,568.0,808.9565217391304,1,1300.0,294.4,2.0,2.0,20.0,2411.0,0.6764705882352942
1519,0.5,495.0,815.4166666666666,1,1359.15,232.9,40.0,2.0,26.0,2763.0,0.8888888888888888
1520,0.5,1270.5,1483.5357142857142,1,2318.4,171.6,1.0,2.0,51.0,4943.0,0.7567567567567568
1521,0.5,657.0,812.1363636363636,1,1252.75,454.15,96.0,2.0,18.0,1783.0,0.6470588235294118
1522,0.5,825.0,948.125,1,1539.0,375.05,227.0,2.0,24.0,1861.0,0.38095238095238093
1523,0.5,385.0,428.1764705882353,1,544.8,99.4,21.0,2.0,16.0,1637.0,0.4722222222222222
1524,0.5,377.0,535.7058823529412,1,774.7,245.1,51.0,2.0,22.0,1610.0,0.8095238095238095
1525,0.5,1072.0,1471.888888888889,1,1778.05,237.65,45.0,2.0,58.0,5432.0,0.6428571428571429
1526,0.5,457.0,613.9444444444445,1,849.6,98.2,21.0,2.0,25.0,2273.0,0.6
1527,0.5,340.0,1106.952380952381,1,1275.3,109.3,30.0,2.0,46.0,4486.0,0.6774193548387096
1528,0.5,576.5,699.25,1,951.8,86.25,28.0,2.0,26.0,2204.0,0.5128205128205128
1529,0.5,794.0,1515.4074074074074,1,2661.6,322.2,10.0,2.0,45.0,3964.0,0.8181818181818182
1530,0.5,580.5,665.6111111111111,1,1004.1,187.85,7.0,2.0,21.0,1919.0,0.7659574468085106
1531,0.5,332.5,909.1428571428571,1,1062.1,214.9,89.0,2.0,19.0,3707.0,0.4827586206896552
1532,0.5,375.0,520.3529411764706,1,765.7,199.2,18.0,2.0,40.0,2314.0,0.6296296296296297
1533,0.5,309.0,589.3809523809524,1,462.4,163.5,39.0,2.0,19.0,3499.0,0.75
1534,0.5,426.5,1343.2777777777778,1,2000.7,76.25,29.0,2.0,61.0,6976.0,0.7659574468085106
1535,0.5,447.0,649.6666666666666,1,1019.25,239.0,12.0,2.0,22.0,2343.0,0.7894736842105263
1536,0.5,278.5,566.8333333333334,1,600.25,108.0,27.0,2.0,33.0,3815.0,0.631578947368421
1537,0.5,456.0,676.7142857142857,1,961.3,187.1,14.0,2.0,18.0,2797.0,0.6774193548387096
1538,0.5,195.5,415.54545454545456,1,663.15,60.45,34.0,2.0,25.0,1856.0,0.6666666666666666
1539,0.5,395.0,1076.764705882353,1,836.7,180.9,1.0,2.0,61.0,7102.0,0.5
1540,0.5,696.0,845.8,1,1270.6,310.6,17.0,2.0,24.0,2798.0,0.813953488372093
1541,0.5,363.0,531.7391304347826,1,700.4,249.8,39.0,2.0,20.0,1775.0,0.6388888888888888
1542,0.5,1114.0,1325.047619047619,1,2486.6,65.9,13.0,2.0,36.0,3287.0,0.65625
1543,0.5,697.0,1410.967741935484,1,1868.2,222.8,25.0,2.0,58.0,6178.0,0.8378378378378378
1544,0.5,835.0,1146.4642857142858,1,2046.05,269.35,1.0,2.0,44.0,3180.0,0.7368421052631579
1545,0.5,279.0,958.8235294117648,1,1331.0,96.5,10.0,2.0,43.0,3324.0,0.7727272727272727
1546,0.5,523.0,808.76,1,1329.0,78.5,14.0,2.0,31.0,2945.0,0.5319148936170213
1547,0.5,1160.0,992.8181818181819,1,1323.8,629.4,47.0,2.0,25.0,1756.0,0.55
1548,0.5,246.5,307.0,1,377.35,112.5,30.0,2.0,17.0,1199.0,0.5454545454545454
1549,0.5,1466.0,1286.4705882352941,1,2070.3,443.5,31.0,2.0,34.0,3460.0,0.7727272727272727
1550,0.5,565.0,1308.3870967741937,1,1721.2,293.8,53.0,2.0,63.0,5354.0,0.8378378378378378
1551,0.5,956.0,1111.7058823529412,1,1751.2,362.8,19.0,2.0,27.0,2704.0,0.8095238095238095
1552,0.5,916.0,1178.6315789473683,1,1580.4,365.0,73.0,2.0,29.0,3092.0,0.6785714285714286
1553,0.5,288.5,694.8928571428571,1,1172.6,76.8,15.0,2.0,21.0,2523.0,0.7368421052631579
1554,0.5,1824.0,1879.6363636363637,1,3174.8,305.1,67.0,2.0,55.0,5097.0,0.9705882352941176
1555,0.5,96.0,861.125,1,2093.45,34.05,27.0,2.0,25.0,2424.0,0.32
1556,0.5,238.0,450.42857142857144,1,567.5,63.5,16.0,2.0,30.0,1763.0,0.6086956521739131
1557,0.5,506.0,663.9310344827586,1,942.1,249.4,45.0,2.0,23.0,1979.0,0.7631578947368421
1558,0.5,1737.0,1379.2727272727273,1,2223.95,352.5,18.0,2.0,38.0,2810.0,0.7096774193548387
1559,0.5,287.0,795.9354838709677,1,1140.4,144.2,16.0,2.0,22.0,2756.0,0.7560975609756098
1560,0.5,403.0,668.4347826086956,1,859.4,84.6,32.0,2.0,20.0,3210.0,0.696969696969697
1561,0.5,1115.0,1274.9565217391305,1,1720.6,290.2,46.0,2.0,39.0,3854.0,0.7419354838709677
1562,0.5,436.0,634.1818181818181,1,831.4,217.3,14.0,2.0,23.0,2170.0,0.8461538461538461
1563,0.5,224.5,699.875,1,1310.8,57.0,1.0,2.0,33.0,2172.0,0.5925925925925926
1564,0.5,1690.0,1649.3478260869565,1,2670.2,191.0,26.0,2.0,61.0,3691.0,0.8214285714285714
1565,0.5,866.5,1151.9642857142858,1,1627.05,111.65,7.0,2.0,40.0,4175.0,0.6829268292682927
1566,0.5,372.0,593.75,1,717.5,97.05,2.0,2.0,24.0,2478.0,0.5217391304347826
1567,0.5,528.0,553.5882352941177,1,792.0,122.8,36.0,2.0,14.0,2005.0,0.5483870967741935
1568,0.5,2469.5,2149.9166666666665,1,3377.15,640.0,18.0,2.0,42.0,4708.0,0.8275862068965517
1569,0.5,113.0,312.6666666666667,1,344.5,55.7,4.0,2.0,16.0,1467.0,0.5675675675675675
1570,0.5,477.5,819.8055555555555,1,1301.35,208.55,19.0,2.0,31.0,4236.0,0.7659574468085106
1571,0.5,472.0,558.304347826087,1,617.8,158.8,13.0,2.0,18.0,1785.0,0.6216216216216216
1572,0.5,442.5,542.5769230769231,1,796.5,112.7,45.0,2.0,23.0,1739.0,0.7878787878787878
1573,0.5,1185.0,1275.1818181818182,1,1890.1,610.3,119.0,2.0,28.0,3196.0,0.8461538461538461
1574,0.5,293.0,499.6666666666667,1,728.1,116.8,16.0,2.0,17.0,2250.0,0.6666666666666666
1575,0.5,369.0,894.421052631579,1,1596.0,126.8,19.0,2.0,27.0,2892.0,0.8636363636363636
1576,0.5,1163.0,1217.6666666666667,1,1494.2,452.25,35.0,2.0,45.0,5232.0,0.7924528301886793
1577,0.5,525.0,715.8,1,1224.6,245.4,12.0,2.0,19.0,2217.0,0.5555555555555556
1578,0.5,255.5,398.4375,1,561.7,79.95,25.0,2.0,13.0,1720.0,0.5714285714285714
1579,0.5,952.0,1595.7826086956522,1,3155.2,90.8,10.0,2.0,56.0,4467.0,0.5111111111111111
1580,0.5,870.0,1079.5526315789473,1,1625.0,312.2,7.0,2.0,31.0,3091.0,0.8837209302325582
1581,0.5,436.0,508.1818181818182,1,727.9,126.2,8.0,2.0,20.0,2170.0,0.7674418604651163
1582,0.5,766.0,877.3809523809524,1,1391.5,186.5,35.0,2.0,21.0,2385.0,0.6363636363636364
1583,0.5,628.5,880.0,1,1564.45,224.65,1.0,2.0,27.0,2435.0,0.7878787878787878
1584,0.5,695.5,1334.1,1,2509.4,274.8,20.0,2.0,49.0,3732.0,0.7692307692307693
1585,0.5,987.0,1971.28,1,3159.3,130.7,3.0,2.0,71.0,5806.0,0.6578947368421053
1586,0.5,1766.5,1742.8125,1,2643.3,628.9,26.0,2.0,39.0,4022.0,0.64
1587,0.5,243.0,822.0,1,1150.2,125.0,31.0,2.0,50.0,3731.0,0.7105263157894737
1588,0.5,341.0,679.7037037037037,1,1167.2,108.4,14.0,2.0,21.0,2678.0,0.7297297297297297
1589,0.5,511.0,741.125,1,1030.2,99.05,14.0,2.0,25.0,3081.0,0.5925925925925926
1590,0.5,748.0,986.2857142857143,1,1768.8,94.1,16.0,2.0,35.0,3185.0,0.75
1591,0.5,523.0,782.6190476190476,1,1563.3,79.8,4.0,2.0,24.0,2366.0,0.5675675675675675
1592,0.5,462.5,891.6923076923077,1,1449.35,277.5,38.0,2.0,53.0,3290.0,0.7027027027027027
1593,0.5,414.0,279.0,1,451.6,41.3,10.0,2.0,9.0,546.0,0.6
1594,0.5,136.0,216.42857142857142,1,340.3,51.4,29.0,2.0,8.0,696.0,0.4375
1595,0.5,725.0,911.9310344827586,1,1470.6,368.6,28.0,2.0,33.0,3626.0,0.8055555555555556
1596,0.5,1087.0,1644.2,1,3350.0,195.25,24.0,2.0,31.0,4686.0,0.7692307692307693
1597,0.5,932.0,1014.875,1,1642.55,256.5,16.0,2.0,27.0,3096.0,0.6153846153846154
1598,0.5,477.0,638.5862068965517,1,798.2,262.5,52.0,2.0,18.0,2055.0,0.6170212765957447
1599,0.5,461.5,867.9444444444445,1,881.3,152.3,10.0,2.0,34.0,4209.0,0.6206896551724138
1600,0.5,190.0,217.16666666666666,2,353.0,49.9,2.0,2.0,10.0,610.0,0.47368421052631576
1601,0.5,138.0,290.93333333333334,2,342.8,54.0,14.0,2.0,14.0,1405.0,0.45454545454545453
1602,0.5,34.0,122.46666666666667,2,260.8,22.0,12.0,2.0,10.0,382.0,0.4411764705882353
1603,0.5,103.0,134.66666666666666,2,163.2,57.2,31.0,2.0,6.0,439.0,0.23076923076923078
1604,0.5,337.5,348.75,2,562.05,153.7,51.0,2.0,11.0,633.0,0.1951219512195122
1605,0.5,138.0,184.9090909090909,2,240.0,47.2,2.0,2.0,10.0,538.0,0.2972972972972973
1606,0.5,38.0,66.42857142857143,2,69.0,29.4,12.0,2.0,6.0,232.0,0.2916666666666667
1607,0.5,96.5,86.25,2,127.6,42.85,1.0,2.0,4.0,151.0,0.26666666666666666
1608,0.5,88.5,138.5,2,164.95,57.85,30.0,2.0,10.0,459.0,0.22857142857142856
1609,0.5,23.5,80.5,2,171.4,1.0,1.0,2.0,4.0,274.0,0.12903225806451613
1610,0.5,57.0,102.375,2,95.25,8.25,1.0,2.0,4.0,498.0,0.22857142857142856
1611,0.5,34.0,55.8,2,88.3,10.4,9.0,2.0,2.0,173.0,0.125
1612,0.5,60.0,246.5,2,403.15,21.15,1.0,2.0,10.0,1192.0,0.3870967741935484
1613,0.5,75.0,117.71428571428571,2,232.0,12.8,6.0,2.0,5.0,269.0,0.19444444444444445
1614,0.5,88.0,339.5882352941176,2,307.9,32.8,5.0,2.0,21.0,1809.0,0.3148148148148148
1615,0.5,78.0,128.88888888888889,2,144.0,65.2,27.0,2.0,11.0,480.0,0.2647058823529412
1616,0.5,56.0,48.875,2,62.3,27.25,21.0,2.0,3.0,79.0,0.2962962962962963
1617,0.5,105.0,153.66666666666666,2,223.1,63.6,10.0,2.0,11.0,442.0,0.3103448275862069
1618,0.5,101.0,136.875,2,184.4,83.65,18.0,2.0,14.0,348.0,0.34782608695652173
1619,0.5,33.0,43.714285714285715,2,56.2,4.2,1.0,2.0,6.0,156.0,0.16666666666666666
1620,0.5,108.0,118.08333333333333,2,184.85,36.75,7.0,2.0,6.0,272.0,0.46153846153846156
1621,0.5,102.0,139.13333333333333,2,186.4,53.6,8.0,2.0,11.0,478.0,0.4411764705882353
1622,0.5,64.0,159.0,2,224.0,17.2,3.0,2.0,11.0,729.0,0.4230769230769231
1623,0.5,49.5,101.4,2,135.1,25.5,1.0,2.0,10.0,442.0,0.22727272727272727
1624,0.5,65.0,80.33333333333333,2,114.3,46.4,35.0,2.0,4.0,158.0,0.15
1625,0.5,102.0,91.33333333333333,2,151.6,26.8,8.0,2.0,3.0,164.0,0.14285714285714285
1626,0.5,67.5,220.2,2,209.6,38.5,3.0,2.0,20.0,1154.0,0.2702702702702703
1627,0.5,362.0,362.0,2,466.0,258.0,258.0,2.0,9.0,466.0,0.11764705882352941
1628,0.5,31.0,42.5,2,55.45,17.8,10.0,2.0,3.0,123.0,0.3076923076923077
1629,0.5,50.0,123.28571428571429,2,234.85,24.6,11.0,2.0,7.0,363.0,0.3333333333333333
1630,0.5,59.5,68.25,2,124.75,12.35,5.0,2.0,4.0,148.0,0.23529411764705882
1631,0.5,150.5,220.1,2,381.7,42.2,8.0,2.0,8.0,555.0,0.24390243902439024
1632,0.5,72.5,81.3,2,125.65,28.6,8.0,2.0,6.0,170.0,0.2564102564102564
1633,0.5,56.0,92.33333333333333,2,156.5,37.9,7.0,2.0,6.0,252.0,0.2647058823529412
1634,0.5,349.5,354.5,2,647.2,15.5,6.0,2.0,12.0,765.0,0.21428571428571427
1635,0.5,74.0,82.0,2,129.55,39.25,25.0,2.0,4.0,145.0,0.2
1636,0.5,65.0,103.0,2,178.6,37.5,9.0,2.0,9.0,266.0,0.15
1637,0.5,103.0,110.38461538461539,2,173.3,44.1,14.0,2.0,8.0,239.0,0.3023255813953488
1638,0.5,46.0,89.14285714285714,2,77.2,16.2,5.0,2.0,6.0,400.0,0.30434782608695654
1639,0.5,24.0,224.25,2,477.25,11.3,5.0,2.0,12.0,844.0,0.16666666666666666
1640,0.5,239.0,427.0,2,336.2,130.6,43.0,2.0,16.0,1896.0,0.2972972972972973
1641,0.5,197.0,313.1818181818182,2,414.4,72.4,7.0,2.0,15.0,1064.0,0.2894736842105263
1642,0.5,39.0,47.666666666666664,2,83.75,4.95,4.0,2.0,2.0,117.0,0.24
1643,0.5,54.0,96.14285714285714,2,120.6,22.2,15.0,2.0,7.0,349.0,0.25
1644,0.5,125.0,237.0,2,257.6,22.9,11.0,2.0,15.0,1368.0,0.3611111111111111
1645,0.5,128.5,164.5,2,231.9,57.75,1.0,2.0,6.0,485.0,0.2702702702702703
1646,0.5,88.0,238.13333333333333,2,422.6,27.4,7.0,2.0,10.0,1363.0,0.3125
1647,0.5,87.5,451.5,2,878.2,28.8,25.0,2.0,24.0,1642.0,0.3333333333333333
1648,0.5,44.0,47.6,2,71.6,17.4,16.0,2.0,4.0,101.0,0.17857142857142858
1649,0.5,150.5,205.5,2,295.65,49.45,16.0,2.0,7.0,641.0,0.2962962962962963
1650,0.5,46.0,109.44444444444444,2,189.35,21.0,6.0,2.0,7.0,354.0,0.4090909090909091
1651,0.5,17.0,19.25,2,26.25,12.7,10.0,2.0,1.0,33.0,0.11428571428571428
1652,0.5,119.0,164.55555555555554,2,203.2,56.4,29.0,2.0,6.0,536.0,0.18
1653,0.5,69.0,159.16666666666666,2,311.35,34.5,17.0,2.0,7.0,504.0,0.27906976744186046
1654,0.5,38.0,117.08333333333333,2,174.0,16.75,1.0,2.0,11.0,503.0,0.2553191489361702
1655,0.5,29.0,52.57142857142857,2,50.4,17.2,6.0,2.0,3.0,205.0,0.16279069767441862
1656,0.5,263.0,436.0,2,856.6,84.6,40.0,2.0,9.0,1005.0,0.15789473684210525
1657,0.5,106.0,284.09090909090907,2,577.0,41.8,3.0,2.0,13.0,1138.0,0.3793103448275862
1658,0.5,168.0,219.0,2,273.8,71.0,18.0,2.0,8.0,658.0,0.30434782608695654
1659,0.5,49.0,55.166666666666664,2,80.75,33.5,24.0,2.0,2.0,95.0,0.17142857142857143
1660,0.5,321.0,319.75,2,551.75,87.5,74.0,2.0,10.0,563.0,0.13333333333333333
1661,0.5,141.0,169.5,2,216.35,39.1,22.0,2.0,5.0,470.0,0.17647058823529413
1662,0.5,71.5,134.33333333333334,2,166.05,27.3,14.0,2.0,4.0,471.0,0.24
1663,0.5,140.5,214.0,2,222.4,96.85,75.0,2.0,6.0,629.0,0.18181818181818182
1664,0.5,105.0,154.76923076923077,2,182.1,39.5,6.0,2.0,8.0,811.0,0.28888888888888886
1665,0.5,67.0,102.42857142857143,2,199.0,19.2,4.0,2.0,8.0,257.0,0.30434782608695654
1666,0.5,52.0,137.42857142857142,2,275.0,15.2,4.0,2.0,10.0,340.0,0.21212121212121213
1667,0.5,45.0,68.6,2,110.0,18.65,6.0,2.0,4.0,194.0,0.3225806451612903
1668,0.5,94.0,329.85714285714283,2,622.6,34.2,18.0,2.0,16.0,1262.0,0.1891891891891892
1669,0.5,124.5,104.875,2,130.1,73.5,6.0,2.0,5.0,176.0,0.27586206896551724
1670,0.5,105.0,155.25,2,307.3,13.25,2.0,2.0,9.0,409.0,0.125
1671,0.5,36.0,49.3,2,61.5,12.9,8.0,2.0,3.0,150.0,0.23809523809523808
1672,0.5,630,630.0,2,630,630,630.0,2.0,6.0,630.0,0.045454545454545456
1673,0.5,58.5,105.16666666666667,2,148.55,35.55,27.0,2.0,13.0,311.0,0.1875
1674,0.5,76.5,97.0,2,119.75,43.65,30.0,2.0,5.0,290.0,0.2777777777777778
1675,0.5,95.0,102.4,2,127.5,63.9,16.0,2.0,5.0,219.0,0.4
1676,0.5,53.0,132.8,2,236.7,13.75,8.0,2.0,14.0,510.0,0.29411764705882354
1677,0.5,68.5,80.25,2,137.5,36.25,12.0,2.0,4.0,146.0,0.21052631578947367
1678,0.5,325.0,524.4285714285714,2,959.4,51.2,5.0,2.0,10.0,1639.0,0.2692307692307692
1679,0.5,39.5,59.0,2,72.0,18.0,5.0,2.0,7.0,206.0,0.26666666666666666
1680,0.5,79.0,90.28571428571429,2,147.4,39.6,19.0,2.0,6.0,160.0,0.22580645161290322
1681,0.5,254.0,256.7857142857143,2,377.6,87.6,35.0,2.0,9.0,621.0,0.42424242424242425
1682,0.5,163.5,166.25,2,216.25,53.6,13.0,2.0,6.0,451.0,0.23529411764705882
1683,0.5,98.0,217.14285714285714,2,431.0,20.2,2.0,2.0,8.0,547.0,0.21212121212121213
1684,0.5,113.5,135.125,2,178.55,59.0,18.0,2.0,8.0,373.0,0.32
1685,0.5,59.5,95.5,2,192.75,9.95,9.0,2.0,8.0,245.0,0.24
1686,0.5,25.0,48.666666666666664,2,57.1,9.1,7.0,2.0,4.0,212.0,0.3
1687,0.5,76.5,118.66666666666667,2,189.3,33.95,14.0,2.0,5.0,328.0,0.1935483870967742
1688,0.5,190.0,232.6,2,356.0,27.5,3.0,2.0,5.0,741.0,0.13157894736842105
1689,0.5,61.0,117.6,2,192.2,10.7,3.0,2.0,11.0,412.0,0.2
1690,0.5,74.0,110.66666666666667,2,178.3,9.9,3.0,2.0,5.0,321.0,0.2727272727272727
1691,0.5,93.5,103.66666666666667,2,144.65,40.8,25.0,2.0,5.0,268.0,0.2553191489361702
1692,0.5,63.0,92.33333333333333,2,127.9,17.9,5.0,2.0,8.0,290.0,0.2727272727272727
1693,0.5,162.0,259.09090909090907,2,473.2,119.2,83.0,2.0,11.0,569.0,0.2558139534883721
1694,0.5,151.0,196.66666666666666,2,273.0,77.8,36.0,2.0,8.0,501.0,0.15789473684210525
1695,0.5,70.0,215.9,2,293.5,28.45,3.0,2.0,10.0,1051.0,0.29411764705882354
1696,0.5,62.0,146.0,2,187.8,47.8,2.0,2.0,10.0,519.0,0.24324324324324326
1697,0.5,93.0,100.6,2,169.3,9.7,9.0,2.0,3.0,261.0,0.17857142857142858
1698,0.5,39.0,92.41666666666667,2,167.0,9.25,4.0,2.0,12.0,315.0,0.41379310344827586
1699,0.5,110.0,144.11111111111111,2,183.8,46.4,33.0,2.0,8.0,434.0,0.24324324324324326
1700,0.5,47.0,71.71428571428571,3,90.8,27.4,5.0,2.0,5.0,201.0,0.18421052631578946
1701,0.5,74.0,92.0,3,147.6,43.6,36.0,2.0,4.0,166.0,0.08333333333333333
1702,0.5,184.0,184.0,3,357.0,11.0,11.0,2.0,5.0,357.0,0.09523809523809523
1703,0.5,24.5,24.5,3,39.0,10.0,10.0,2.0,1.0,39.0,0.08
1704,0.5,23.0,95.0,3,147.5,14.1,12.0,2.0,14.0,375.0,0.09433962264150944
1705,0.5,68.0,63.166666666666664,3,86.6,16.45,6.0,2.0,4.0,136.0,0.13953488372093023
1706,0.5,27.0,35.8,3,48.3,18.9,14.0,2.0,2.0,84.0,0.19230769230769232
1707,0.5,88.5,94.0,3,132.2,56.9,38.0,2.0,7.0,161.0,0.08695652173913043
1708,0.5,19.0,34.333333333333336,3,65.4,9.4,7.0,2.0,3.0,77.0,0.08333333333333333
1709,0.5,59.0,50.8,3,74.3,20.2,9.0,2.0,2.0,96.0,0.21739130434782608
1710,0.5,107.0,98.2,3,144.4,52.8,22.0,2.0,6.0,157.0,0.10869565217391304
1711,0.5,21.0,31.0,3,51.5,16.7,9.0,2.0,2.0,55.0,0.15151515151515152
1712,0.5,20.0,27.666666666666668,3,44.0,14.4,13.0,2.0,3.0,50.0,0.09090909090909091
1713,0.5,37.0,37.6,3,53.7,20.4,19.0,2.0,1.0,60.0,0.1724137931034483
1714,0.5,31.5,31.5,3,47.0,16.0,16.0,2.0,1.0,47.0,0.07407407407407407
1715,0.5,103.5,102.0,3,146.15,53.75,16.0,2.0,7.0,191.0,0.1951219512195122
1716,0.5,28.0,29.25,3,53.85,4.9,4.0,2.0,3.0,57.0,0.13793103448275862
1717,0.5,42.0,42.42857142857143,3,61.8,16.8,8.0,2.0,5.0,91.0,0.17073170731707318
1718,0.5,23.0,26.875,3,37.2,11.9,9.0,2.0,2.0,62.0,0.1702127659574468
1719,0.5,18,18.0,3,18,18,18.0,2.0,0.0,18.0,0.045454545454545456
1720,0.5,23.0,54.333333333333336,3,108.6,12.6,10.0,2.0,3.0,130.0,0.08823529411764706
1721,0.5,39.0,43.0,3,59.8,27.8,25.0,2.0,1.0,65.0,0.13636363636363635
1722,0.5,55.0,86.75,3,159.4,16.0,4.0,2.0,8.0,240.0,0.25
1723,0.5,--,,3,--,--,,2.0,,,0.0
1724,0.5,35.5,35.5,3,47.0,24.0,24.0,2.0,1.0,47.0,0.07407407407407407
1725,0.5,25.5,41.75,3,74.85,11.9,11.0,2.0,6.0,105.0,0.07692307692307693
1726,0.5,41.5,45.25,3,75.0,16.25,5.0,2.0,2.0,93.0,0.1
1727,0.5,46.0,52.25,3,80.8,24.95,11.0,2.0,4.0,106.0,0.125
1728,0.5,8.5,8.5,3,12.0,5.0,5.0,2.0,1.0,12.0,0.06896551724137931
1729,0.5,--,,3,--,--,,2.0,,,0.0
1730,0.5,46.0,48.0,3,65.2,31.6,28.0,2.0,4.0,70.0,0.10344827586206896
1731,0.5,45.5,54.5,3,85.15,25.65,18.0,2.0,2.0,109.0,0.14814814814814814
1732,0.5,49.5,49.5,3,73.0,26.0,26.0,2.0,1.0,73.0,0.058823529411764705
1733,0.5,31.0,31.0,3,32.0,30.0,30.0,2.0,2.0,32.0,0.06666666666666667
1734,0.5,29.0,25.0,3,30.6,17.8,15.0,2.0,1.0,31.0,0.13043478260869565
1735,0.5,22.5,21.25,3,23.55,18.7,16.0,2.0,2.0,24.0,0.09523809523809523
1736,0.5,69,69.0,3,69,69,69.0,2.0,2.0,69.0,0.027777777777777776
1737,0.5,26.0,182.33333333333334,3,410.8,16.4,14.0,2.0,7.0,507.0,0.08571428571428572
1738,0.5,540.0,505.4,3,773.7,74.8,44.0,2.0,22.0,1312.0,0.2
1739,0.5,30.5,51.5,3,79.4,14.35,1.0,2.0,2.0,165.0,0.25
1740,0.5,90.0,117.0,3,199.6,45.2,34.0,2.0,5.0,227.0,0.10714285714285714
1741,0.5,85.0,82.0,3,118.9,37.0,30.0,2.0,5.0,149.0,0.15151515151515152
1742,0.5,33.0,33.0,3,39.0,27.0,27.0,2.0,2.0,39.0,0.06666666666666667
1743,0.5,8.5,8.5,3,13.0,4.0,4.0,2.0,1.0,13.0,0.08695652173913043
1744,0.5,157.0,122.66666666666667,3,167.4,64.2,41.0,2.0,5.0,170.0,0.075
1745,0.5,35.0,38.666666666666664,3,51.0,27.8,26.0,2.0,2.0,55.0,0.08571428571428572
1746,0.5,46.0,46.0,3,55.7,33.1,31.0,2.0,2.0,69.0,0.12195121951219512
1747,0.5,19.5,37.666666666666664,3,48.75,14.6,7.0,2.0,5.0,120.0,0.21428571428571427
1748,0.5,47.0,73.375,3,95.8,41.7,11.0,2.0,7.0,210.0,0.1951219512195122
1749,0.5,70.0,47.666666666666664,3,70.0,16.4,3.0,2.0,4.0,70.0,0.10714285714285714
1750,0.5,21.0,106.66666666666667,3,236.2,11.4,9.0,2.0,4.0,290.0,0.13636363636363635
1751,0.5,28.0,28.0,3,32.0,24.0,24.0,2.0,0.0,32.0,0.05405405405405406
1752,0.5,12.0,73.6,3,112.9,5.1,3.0,2.0,6.0,325.0,0.11904761904761904
1753,0.5,31,31.0,3,31,31,31.0,2.0,0.0,31.0,0.02857142857142857
1754,0.5,34,34.0,3,34,34,34.0,2.0,0.0,34.0,0.037037037037037035
1755,0.5,22.5,22.5,3,28.0,17.0,17.0,2.0,0.0,28.0,0.06060606060606061
1756,0.5,38.5,41.5,3,68.35,15.25,13.0,2.0,2.0,76.0,0.125
1757,0.5,22.0,22.333333333333332,3,26.8,18.0,17.0,2.0,1.0,28.0,0.09375
1758,0.5,43.0,45.5,3,65.55,25.95,12.0,2.0,2.0,84.0,0.12903225806451613
1759,0.5,51.0,51.0,3,101.0,1.0,1.0,2.0,2.0,101.0,0.06896551724137931
1760,0.5,114.0,114.0,3,116.0,112.0,112.0,2.0,3.0,116.0,0.05263157894736842
1761,0.5,106.5,106.5,3,198.0,15.0,15.0,2.0,4.0,198.0,0.07692307692307693
1762,0.5,73.0,83.4,3,149.8,3.4,2.0,2.0,4.0,217.0,0.1282051282051282
