,TARGET_SCALE,Q2,AVG,N_SURG,Q3,Q1,MIN,BG_SCALE,MAX_QUEUE_LENGTH,MAX,PART
0,0.5,26.5,45.0,1,56.5,3.85,1.0,0.5,1.0,161.0,0.13333333333333333
1,0.5,73.5,73.5,1,132.0,15.0,15.0,0.5,1.0,132.0,0.09090909090909091
2,0.5,148.0,303.6666666666667,1,552.8,116.8,109.0,0.5,1.0,654.0,0.09090909090909091
3,0.5,345.0,490.7,1,1007.05,47.6,30.0,0.5,5.0,1255.0,0.37037037037037035
4,0.5,61,61.0,1,61,61,61.0,0.5,0.0,61.0,0.043478260869565216
5,0.5,49.5,54.5,1,83.7,33.9,13.0,0.5,1.0,97.0,0.18181818181818182
6,0.5,158.0,301.2,1,448.6,45.8,36.0,0.5,2.0,1087.0,0.2
7,0.5,384.0,738.2,1,1344.0,300.5,269.0,0.5,4.0,1407.0,0.1388888888888889
8,0.5,59.0,262.85714285714283,1,77.2,33.4,26.0,0.5,1.0,1538.0,0.18421052631578946
9,0.5,127.0,433.14285714285717,1,890.2,45.0,4.0,0.5,3.0,1393.0,0.19444444444444445
10,0.5,50.0,600.3333333333334,1,1382.8,38.0,35.0,0.5,2.0,1716.0,0.10714285714285714
11,0.5,35.0,116.75,1,244.35,5.5,1.0,0.5,1.0,396.0,0.19047619047619047
12,0.5,56.0,296.57142857142856,1,703.4,25.8,5.0,0.5,2.0,859.0,0.25
13,0.5,105.0,324.57142857142856,1,292.0,22.4,9.0,0.5,3.0,1603.0,0.22580645161290322
14,0.5,39.0,60.714285714285715,1,112.2,30.2,2.0,0.5,2.0,143.0,0.13725490196078433
15,0.5,54.0,153.0,1,197.1,18.8,6.0,0.5,4.0,612.0,0.20930232558139536
16,0.5,214.0,865.0,1,1911.6,78.8,45.0,0.5,4.0,2336.0,0.13043478260869565
17,0.5,56.0,64.0,1,96.8,34.4,29.0,0.5,1.0,107.0,0.1
18,0.5,42.0,46.666666666666664,1,81.2,23.5,4.0,0.5,1.0,90.0,0.25
19,0.5,39,39.0,1,39,39,39.0,0.5,0.0,39.0,0.020833333333333332
20,0.5,67.0,68.6,1,99.0,25.0,11.0,0.5,0.0,162.0,0.15151515151515152
21,0.5,680.0,680.0,1,909.0,451.0,451.0,0.5,4.0,909.0,0.0625
22,0.5,318.5,318.5,1,609.0,28.0,28.0,0.5,1.0,609.0,0.07142857142857142
23,0.5,40.0,89.33333333333333,1,170.4,28.0,25.0,0.5,2.0,203.0,0.13043478260869565
24,0.5,13.0,92.33333333333333,1,207.4,9.0,8.0,0.5,3.0,256.0,0.07894736842105263
25,0.5,57.0,405.6,1,687.0,43.1,34.0,0.5,1.0,1590.0,0.16129032258064516
26,0.5,41.5,110.33333333333333,1,94.3,16.55,8.0,0.5,2.0,480.0,0.13333333333333333
27,0.5,24.0,32.666666666666664,1,62.4,6.4,2.0,0.5,1.0,72.0,0.09375
28,0.5,55.0,451.25,1,958.95,24.5,20.0,0.5,2.0,1663.0,0.2222222222222222
29,0.5,475.0,643.2,1,1168.5,77.8,26.0,0.5,7.0,1655.0,0.1282051282051282
30,0.5,59.0,59.0,1,92.0,26.0,26.0,0.5,0.0,92.0,0.05263157894736842
31,0.5,38.0,40.333333333333336,1,56.65,20.95,20.0,0.5,1.0,69.0,0.13043478260869565
32,0.5,71.0,71.0,1,122.0,20.0,20.0,0.5,0.0,122.0,0.05263157894736842
33,0.5,58.0,171.16666666666666,1,235.15,20.1,3.0,0.5,1.0,675.0,0.12244897959183673
34,0.5,19,19.0,1,19,19,19.0,0.5,0.0,19.0,0.034482758620689655
35,0.5,4.0,4.0,1,4.0,4.0,4.0,0.5,0.0,4.0,0.09523809523809523
36,0.5,104.0,119.28571428571429,1,155.0,60.8,40.0,0.5,2.0,269.0,0.35
37,0.5,26.0,33.375,1,53.8,14.9,9.0,0.5,1.0,70.0,0.17777777777777778
38,0.5,91.0,361.6666666666667,1,783.0,48.6,38.0,0.5,2.0,956.0,0.13043478260869565
39,0.5,29.5,46.25,1,82.55,13.3,7.0,0.5,1.0,119.0,0.1111111111111111
40,0.5,82.0,128.0,1,137.6,48.0,9.0,0.5,3.0,541.0,0.28125
41,0.5,55.5,467.5,1,997.5,19.9,1.0,0.5,2.0,1758.0,0.1
42,0.5,106.0,416.3333333333333,1,912.4,44.4,29.0,0.5,0.0,1114.0,0.10714285714285714
43,0.5,72.0,248.0,1,172.35,43.45,4.0,0.5,2.0,1099.0,0.2564102564102564
44,0.5,114.0,233.76923076923077,1,289.6,42.2,7.0,0.5,3.0,1277.0,0.28888888888888886
45,0.5,19.5,63.5,1,126.45,9.35,8.0,0.5,0.0,207.0,0.17391304347826086
46,0.5,103.0,83.66666666666667,1,103.8,55.8,44.0,0.5,1.0,104.0,0.07317073170731707
47,0.5,42.0,41.285714285714285,1,65.8,20.2,4.0,0.5,1.0,80.0,0.18421052631578946
48,0.5,24.0,24.0,1,38.0,10.0,10.0,0.5,0.0,38.0,0.058823529411764705
49,0.5,144.0,200.0,1,347.2,75.2,58.0,0.5,1.0,398.0,0.0967741935483871
50,0.5,20.0,19.75,1,27.75,11.7,9.0,0.5,0.0,30.0,0.10810810810810811
51,0.5,48.5,60.0,1,74.1,34.45,24.0,0.5,1.0,133.0,0.1875
52,0.5,425.0,557.9090909090909,1,886.0,99.2,6.0,0.5,7.0,1588.0,0.2972972972972973
53,0.5,59.0,106.36363636363636,1,108.6,44.0,1.0,0.5,2.0,379.0,0.3142857142857143
54,0.5,82.5,308.6666666666667,1,385.0,37.25,20.0,0.5,3.0,1366.0,0.375
55,0.5,138.0,264.125,1,217.8,71.75,7.0,0.5,3.0,1245.0,0.26666666666666666
56,0.5,144.0,314.0,1,263.5,48.7,23.0,0.5,5.0,1706.0,0.23684210526315788
57,0.5,17.0,15.25,1,21.85,8.3,2.0,0.5,1.0,25.0,0.17391304347826086
58,0.5,91.5,91.5,1,135.0,48.0,48.0,0.5,1.0,135.0,0.07692307692307693
59,0.5,28.0,105.75,1,218.85,8.2,1.0,0.5,4.0,366.0,0.13333333333333333
60,0.5,22.5,35.5,1,39.1,11.6,4.0,0.5,0.0,117.0,0.16216216216216217
61,0.5,53.0,61.888888888888886,1,98.2,36.0,23.0,0.5,1.0,110.0,0.20930232558139536
62,0.5,34.0,39.714285714285715,1,68.0,17.2,7.0,0.5,2.0,75.0,0.2916666666666667
63,0.5,47.0,238.2,1,234.7,17.95,15.0,0.5,4.0,1212.0,0.3125
64,0.5,340.5,409.5,1,780.1,52.7,14.0,0.5,3.0,943.0,0.125
65,0.5,57.0,280.6666666666667,1,420.0,40.5,22.0,0.5,4.0,1124.0,0.23684210526315788
66,0.5,46.0,570.5,1,942.55,19.6,12.0,0.5,1.0,2435.0,0.25
67,0.5,61.5,62.5,1,98.25,26.95,4.0,0.5,1.0,123.0,0.11764705882352941
68,0.5,21.5,278.25,1,567.95,5.9,2.0,0.5,1.0,1130.0,0.19047619047619047
69,0.5,252.5,300.6666666666667,1,353.5,32.75,28.0,0.5,3.0,914.0,0.1935483870967742
70,0.5,39.0,42.0,1,67.0,18.2,13.0,0.5,1.0,74.0,0.075
71,0.5,19.0,26.666666666666668,1,39.8,16.6,16.0,0.5,1.0,45.0,0.09090909090909091
72,0.5,29.0,40.2,1,55.2,20.4,12.0,0.5,1.0,100.0,0.1282051282051282
73,0.5,31.0,34.333333333333336,1,47.8,20.6,13.0,0.5,2.0,63.0,0.15
74,0.5,268.0,497.14285714285717,1,1105.8,44.8,21.0,0.5,4.0,1425.0,0.16279069767441862
75,0.5,92.5,91.25,1,150.4,31.85,26.0,0.5,1.0,154.0,0.08888888888888889
76,0.5,44.0,43.0,1,52.7,33.1,25.0,0.5,1.0,59.0,0.17391304347826086
77,0.5,62.5,262.75,1,364.35,30.7,10.0,0.5,3.0,1194.0,0.27586206896551724
78,0.5,159.0,402.3333333333333,1,589.5,67.7,1.0,0.5,5.0,1666.0,0.2647058823529412
79,0.5,51.5,97.33333333333333,1,118.85,32.1,15.0,0.5,1.0,325.0,0.13333333333333333
80,0.5,41.5,91.33333333333333,1,73.5,17.25,3.0,0.5,1.0,387.0,0.18181818181818182
81,0.5,38.0,40.666666666666664,1,46.8,35.6,35.0,0.5,0.0,49.0,0.06818181818181818
82,0.5,74.0,121.57142857142857,1,159.2,40.2,22.0,0.5,2.0,385.0,0.18421052631578946
83,0.5,71.0,71.0,1,73.0,69.0,69.0,0.5,0.0,73.0,0.08333333333333333
84,0.5,62.0,174.46153846153845,1,101.9,23.2,6.0,0.5,3.0,1480.0,0.30952380952380953
85,0.5,20.0,377.0,1,891.2,5.6,2.0,0.5,1.0,1109.0,0.10344827586206896
86,0.5,45.0,285.6,1,415.7,40.4,32.0,0.5,2.0,1248.0,0.12195121951219512
87,0.5,60.5,276.3333333333333,1,252.75,16.7,11.0,0.5,5.0,1312.0,0.17142857142857143
88,0.5,231.5,436.0,1,838.6,79.95,79.0,0.5,4.0,1173.0,0.16216216216216217
89,0.5,36.5,77.83333333333333,1,85.8,18.5,9.0,0.5,2.0,291.0,0.18181818181818182
90,0.5,71.0,164.0,1,230.4,46.7,25.0,0.5,6.0,593.0,0.16666666666666666
91,0.5,634.5,715.8333333333334,1,1436.35,20.85,18.0,0.5,5.0,1557.0,0.16216216216216217
92,0.5,132.0,250.0,1,185.15,40.45,11.0,0.5,2.0,1043.0,0.21428571428571427
93,0.5,22.0,44.0,1,61.8,11.0,8.0,0.5,0.0,154.0,0.14893617021276595
94,0.5,59.0,111.875,1,90.1,18.0,4.0,0.5,2.0,557.0,0.18604651162790697
95,0.5,23.0,26.428571428571427,1,28.2,15.4,13.0,0.5,1.0,60.0,0.23333333333333334
96,0.5,29.5,52.25,1,102.35,6.7,4.0,0.5,1.0,146.0,0.1
97,0.5,47.5,53.75,1,73.65,35.1,27.0,0.5,1.0,93.0,0.12903225806451613
98,0.5,249.0,363.7142857142857,1,428.4,43.4,28.0,0.5,6.0,1395.0,0.2413793103448276
99,0.5,44.5,523.6666666666666,1,246.05,13.7,8.0,0.5,2.0,2926.0,0.13333333333333333
100,0.5,--,,2,--,--,,0.5,,,0.0
101,0.5,25,25.0,2,25,25,25.0,0.5,1.0,25.0,0.02857142857142857
102,0.5,--,,2,--,--,,0.5,,,0.0
103,0.5,12,12.0,2,12,12,12.0,0.5,0.0,12.0,0.037037037037037035
104,0.5,--,,2,--,--,,0.5,,,0.0
105,0.5,26,26.0,2,26,26,26.0,0.5,1.0,26.0,0.02702702702702703
106,0.5,19,19.0,2,19,19,19.0,0.5,0.0,19.0,0.045454545454545456
107,0.5,--,,2,--,--,,0.5,,,0.0
108,0.5,--,,2,--,--,,0.5,,,0.0
109,0.5,--,,2,--,--,,0.5,,,0.0
110,0.5,--,,2,--,--,,0.5,,,0.0
111,0.5,--,,2,--,--,,0.5,,,0.0
112,0.5,42,42.0,2,42,42,42.0,0.5,0.0,42.0,0.038461538461538464
113,0.5,--,,2,--,--,,0.5,,,0.0
114,0.5,--,,2,--,--,,0.5,,,0.0
115,0.5,--,,2,--,--,,0.5,,,0.0
116,0.5,34,34.0,2,34,34,34.0,0.5,0.0,34.0,0.038461538461538464
117,0.5,--,,2,--,--,,0.5,,,0.0
118,0.5,40.5,40.5,2,51.0,30.0,30.0,0.5,1.0,51.0,0.04878048780487805
119,0.5,58,58.0,2,58,58,58.0,0.5,0.0,58.0,0.030303030303030304
120,0.5,--,,2,--,--,,0.5,,,0.0
121,0.5,--,,2,--,--,,0.5,,,0.0
122,0.5,21,21.0,2,21,21,21.0,0.5,0.0,21.0,0.02702702702702703
123,0.5,46,46.0,2,46,46,46.0,0.5,2.0,46.0,0.023809523809523808
124,0.5,--,,2,--,--,,0.5,,,0.0
125,0.5,--,,2,--,--,,0.5,,,0.0
126,0.5,--,,2,--,--,,0.5,,,0.0
127,0.5,--,,2,--,--,,0.5,,,0.0
128,0.5,--,,2,--,--,,0.5,,,0.0
129,0.5,34.0,270.3333333333333,2,620.4,14.8,10.0,0.5,0.0,767.0,0.06818181818181818
130,0.5,--,,2,--,--,,0.5,,,0.0
131,0.5,21,21.0,2,21,21,21.0,0.5,0.0,21.0,0.041666666666666664
132,0.5,--,,2,--,--,,0.5,,,0.0
133,0.5,--,,2,--,--,,0.5,,,0.0
134,0.5,--,,2,--,--,,0.5,,,0.0
135,0.5,139,139.0,2,139,139,139.0,0.5,1.0,139.0,0.023255813953488372
136,0.5,--,,2,--,--,,0.5,,,0.0
137,0.5,14,14.0,2,14,14,14.0,0.5,0.0,14.0,0.029411764705882353
138,0.5,--,,2,--,--,,0.5,,,0.0
139,0.5,10,10.0,2,10,10,10.0,0.5,0.0,10.0,0.037037037037037035
140,0.5,--,,2,--,--,,0.5,,,0.0
141,0.5,--,,2,--,--,,0.5,,,0.0
142,0.5,--,,2,--,--,,0.5,,,0.0
143,0.5,--,,2,--,--,,0.5,,,0.0
144,0.5,--,,2,--,--,,0.5,,,0.0
145,0.5,17.0,17.0,2,26.0,8.0,8.0,0.5,0.0,26.0,0.07142857142857142
146,0.5,--,,2,--,--,,0.5,,,0.0
147,0.5,--,,2,--,--,,0.5,,,0.0
148,0.5,--,,2,--,--,,0.5,,,0.0
149,0.5,41,41.0,2,41,41,41.0,0.5,1.0,41.0,0.03571428571428571
150,0.5,89,89.0,2,89,89,89.0,0.5,1.0,89.0,0.03333333333333333
151,0.5,44.0,291.0,2,660.8,20.0,14.0,0.5,1.0,815.0,0.08823529411764706
152,0.5,--,,2,--,--,,0.5,,,0.0
153,0.5,--,,2,--,--,,0.5,,,0.0
154,0.5,--,,2,--,--,,0.5,,,0.0
155,0.5,--,,2,--,--,,0.5,,,0.0
156,0.5,--,,2,--,--,,0.5,,,0.0
157,0.5,--,,2,--,--,,0.5,,,0.0
158,0.5,--,,2,--,--,,0.5,,,0.0
159,0.5,35,35.0,2,35,35,35.0,0.5,1.0,35.0,0.037037037037037035
160,0.5,15,15.0,2,15,15,15.0,0.5,0.0,15.0,0.04
161,0.5,--,,2,--,--,,0.5,,,0.0
162,0.5,94,94.0,2,94,94,94.0,0.5,0.0,94.0,0.017543859649122806
163,0.5,80,80.0,2,80,80,80.0,0.5,1.0,80.0,0.02631578947368421
164,0.5,--,,2,--,--,,0.5,,,0.0
165,0.5,--,,2,--,--,,0.5,,,0.0
166,0.5,--,,2,--,--,,0.5,,,0.0
167,0.5,--,,2,--,--,,0.5,,,0.0
168,0.5,--,,2,--,--,,0.5,,,0.0
169,0.5,75.5,75.5,2,89.0,62.0,62.0,0.5,0.0,89.0,0.041666666666666664
170,0.5,--,,2,--,--,,0.5,,,0.0
171,0.5,--,,2,--,--,,0.5,,,0.0
172,0.5,11.5,11.5,2,15.0,8.0,8.0,0.5,1.0,15.0,0.0392156862745098
173,0.5,--,,2,--,--,,0.5,,,0.0
174,0.5,--,,2,--,--,,0.5,,,0.0
175,0.5,--,,2,--,--,,0.5,,,0.0
176,0.5,17,17.0,2,17,17,17.0,0.5,0.0,17.0,0.024390243902439025
177,0.5,8,8.0,2,8,8,8.0,0.5,0.0,8.0,0.02631578947368421
178,0.5,--,,2,--,--,,0.5,,,0.0
179,0.5,--,,2,--,--,,0.5,,,0.0
180,0.5,--,,2,--,--,,0.5,,,0.0
181,0.5,37,37.0,2,37,37,37.0,0.5,0.0,37.0,0.02702702702702703
182,0.5,--,,2,--,--,,0.5,,,0.0
183,0.5,--,,2,--,--,,0.5,,,0.0
184,0.5,--,,2,--,--,,0.5,,,0.0
185,0.5,--,,2,--,--,,0.5,,,0.0
186,0.5,70,70.0,2,70,70,70.0,0.5,0.0,70.0,0.021739130434782608
187,0.5,--,,2,--,--,,0.5,,,0.0
188,0.5,--,,2,--,--,,0.5,,,0.0
189,0.5,70,70.0,2,70,70,70.0,0.5,2.0,70.0,0.027777777777777776
190,0.5,15,15.0,2,15,15,15.0,0.5,0.0,15.0,0.027777777777777776
191,0.5,21.0,21.0,2,34.0,8.0,8.0,0.5,0.0,34.0,0.06060606060606061
192,0.5,--,,2,--,--,,0.5,,,0.0
193,0.5,--,,2,--,--,,0.5,,,0.0
194,0.5,--,,2,--,--,,0.5,,,0.0
195,0.5,--,,2,--,--,,0.5,,,0.0
196,0.5,29,29.0,2,29,29,29.0,0.5,0.0,29.0,0.027777777777777776
197,0.5,26.0,23.666666666666668,2,34.8,11.6,8.0,0.5,1.0,37.0,0.07692307692307693
198,0.5,61,61.0,2,61,61,61.0,0.5,0.0,61.0,0.034482758620689655
199,0.5,--,,2,--,--,,0.5,,,0.0
200,0.5,5,5.0,3,5,5,5.0,0.5,0.0,5.0,0.047619047619047616
201,0.5,--,,3,--,--,,0.5,,,0.0
202,0.5,--,,3,--,--,,0.5,,,0.0
203,0.5,--,,3,--,--,,0.5,,,0.0
204,0.5,--,,3,--,--,,0.5,,,0.0
205,0.5,--,,3,--,--,,0.5,,,0.0
206,0.5,--,,3,--,--,,0.5,,,0.0
207,0.5,--,,3,--,--,,0.5,,,0.0
208,0.5,--,,3,--,--,,0.5,,,0.0
209,0.5,--,,3,--,--,,0.5,,,0.0
210,0.5,--,,3,--,--,,0.5,,,0.0
211,0.5,--,,3,--,--,,0.5,,,0.0
212,0.5,--,,3,--,--,,0.5,,,0.0
213,0.5,--,,3,--,--,,0.5,,,0.0
214,0.5,--,,3,--,--,,0.5,,,0.0
215,0.5,--,,3,--,--,,0.5,,,0.0
216,0.5,--,,3,--,--,,0.5,,,0.0
217,0.5,32,32.0,3,32,32,32.0,0.5,0.0,32.0,0.02564102564102564
218,0.5,--,,3,--,--,,0.5,,,0.0
219,0.5,5,5.0,3,5,5,5.0,0.5,1.0,5.0,0.023809523809523808
220,0.5,--,,3,--,--,,0.5,,,0.0
221,0.5,14,14.0,3,14,14,14.0,0.5,0.0,14.0,0.02564102564102564
222,0.5,55,55.0,3,55,55,55.0,0.5,0.0,55.0,0.043478260869565216
223,0.5,--,,3,--,--,,0.5,,,0.0
224,0.5,--,,3,--,--,,0.5,,,0.0
225,0.5,--,,3,--,--,,0.5,,,0.0
226,0.5,--,,3,--,--,,0.5,,,0.0
227,0.5,--,,3,--,--,,0.5,,,0.0
228,0.5,--,,3,--,--,,0.5,,,0.0
229,0.5,--,,3,--,--,,0.5,,,0.0
230,0.5,--,,3,--,--,,0.5,,,0.0
231,0.5,--,,3,--,--,,0.5,,,0.0
232,0.5,--,,3,--,--,,0.5,,,0.0
233,0.5,--,,3,--,--,,0.5,,,0.0
234,0.5,12,12.0,3,12,12,12.0,0.5,0.0,12.0,0.023809523809523808
235,0.5,--,,3,--,--,,0.5,,,0.0
236,0.5,--,,3,--,--,,0.5,,,0.0
237,0.5,--,,3,--,--,,0.5,,,0.0
238,0.5,--,,3,--,--,,0.5,,,0.0
239,0.5,--,,3,--,--,,0.5,,,0.0
240,0.5,--,,3,--,--,,0.5,,,0.0
241,0.5,--,,3,--,--,,0.5,,,0.0
242,0.5,--,,3,--,--,,0.5,,,0.0
243,0.5,--,,3,--,--,,0.5,,,0.0
244,0.5,--,,3,--,--,,0.5,,,0.0
245,0.5,--,,3,--,--,,0.5,,,0.0
246,0.5,--,,3,--,--,,0.5,,,0.0
247,0.5,--,,3,--,--,,0.5,,,0.0
248,0.5,--,,3,--,--,,0.5,,,0.0
249,0.5,--,,3,--,--,,0.5,,,0.0
250,0.5,--,,3,--,--,,0.5,,,0.0
251,0.5,--,,3,--,--,,0.5,,,0.0
252,0.5,--,,3,--,--,,0.5,,,0.0
253,0.5,--,,3,--,--,,0.5,,,0.0
254,0.5,--,,3,--,--,,0.5,,,0.0
255,0.5,--,,3,--,--,,0.5,,,0.0
256,0.5,--,,3,--,--,,0.5,,,0.0
257,0.5,--,,3,--,--,,0.5,,,0.0
258,0.5,--,,3,--,--,,0.5,,,0.0
259,0.5,--,,3,--,--,,0.5,,,0.0
260,0.5,--,,3,--,--,,0.5,,,0.0
261,0.5,--,,3,--,--,,0.5,,,0.0
262,0.5,--,,3,--,--,,0.5,,,0.0
263,0.5,--,,3,--,--,,0.5,,,0.0
264,0.5,--,,3,--,--,,0.5,,,0.0
265,0.5,--,,3,--,--,,0.5,,,0.0
266,0.5,--,,3,--,--,,0.5,,,0.0
267,0.5,--,,3,--,--,,0.5,,,0.0
268,0.5,37,37.0,3,37,37,37.0,0.5,0.0,37.0,0.029411764705882353
269,0.5,--,,3,--,--,,0.5,,,0.0
270,0.5,--,,3,--,--,,0.5,,,0.0
271,0.5,--,,3,--,--,,0.5,,,0.0
272,0.5,--,,3,--,--,,0.5,,,0.0
273,0.5,--,,3,--,--,,0.5,,,0.0
274,0.5,--,,3,--,--,,0.5,,,0.0
275,0.5,--,,3,--,--,,0.5,,,0.0
276,0.5,--,,3,--,--,,0.5,,,0.0
277,0.5,--,,3,--,--,,0.5,,,0.0
278,0.5,--,,3,--,--,,0.5,,,0.0
279,0.5,--,,3,--,--,,0.5,,,0.0
280,0.5,--,,3,--,--,,0.5,,,0.0
281,0.5,40,40.0,3,40,40,40.0,0.5,1.0,40.0,0.03125
282,0.5,--,,3,--,--,,0.5,,,0.0
283,0.5,--,,3,--,--,,0.5,,,0.0
284,0.5,--,,3,--,--,,0.5,,,0.0
285,0.5,--,,3,--,--,,0.5,,,0.0
286,0.5,--,,3,--,--,,0.5,,,0.0
287,0.5,--,,3,--,--,,0.5,,,0.0
288,0.5,--,,3,--,--,,0.5,,,0.0
289,0.5,--,,3,--,--,,0.5,,,0.0
290,0.5,--,,3,--,--,,0.5,,,0.0
291,0.5,--,,3,--,--,,0.5,,,0.0
292,0.5,--,,3,--,--,,0.5,,,0.0
293,0.5,--,,3,--,--,,0.5,,,0.0
294,0.5,--,,3,--,--,,0.5,,,0.0
295,0.5,--,,3,--,--,,0.5,,,0.0
296,0.5,--,,3,--,--,,0.5,,,0.0
297,0.5,--,,3,--,--,,0.5,,,0.0
298,0.5,--,,3,--,--,,0.5,,,0.0
299,0.5,--,,3,--,--,,0.5,,,0.0
300,0.5,--,,4,--,--,,0.5,,,0.0
301,0.5,--,,4,--,--,,0.5,,,0.0
302,0.5,--,,4,--,--,,0.5,,,0.0
303,0.5,--,,4,--,--,,0.5,,,0.0
304,0.5,--,,4,--,--,,0.5,,,0.0
305,0.5,--,,4,--,--,,0.5,,,0.0
306,0.5,--,,4,--,--,,0.5,,,0.0
307,0.5,--,,4,--,--,,0.5,,,0.0
308,0.5,--,,4,--,--,,0.5,,,0.0
309,0.5,--,,4,--,--,,0.5,,,0.0
310,0.5,--,,4,--,--,,0.5,,,0.0
311,0.5,--,,4,--,--,,0.5,,,0.0
312,0.5,--,,4,--,--,,0.5,,,0.0
313,0.5,--,,4,--,--,,0.5,,,0.0
314,0.5,--,,4,--,--,,0.5,,,0.0
315,0.5,--,,4,--,--,,0.5,,,0.0
316,0.5,--,,4,--,--,,0.5,,,0.0
317,0.5,--,,4,--,--,,0.5,,,0.0
318,0.5,--,,4,--,--,,0.5,,,0.0
319,0.5,--,,4,--,--,,0.5,,,0.0
320,0.5,--,,4,--,--,,0.5,,,0.0
321,0.5,--,,4,--,--,,0.5,,,0.0
322,0.5,--,,4,--,--,,0.5,,,0.0
323,0.5,--,,4,--,--,,0.5,,,0.0
324,0.5,--,,4,--,--,,0.5,,,0.0
325,0.5,--,,4,--,--,,0.5,,,0.0
326,0.5,--,,4,--,--,,0.5,,,0.0
327,0.5,--,,4,--,--,,0.5,,,0.0
328,0.5,--,,4,--,--,,0.5,,,0.0
329,0.5,--,,4,--,--,,0.5,,,0.0
330,0.5,--,,4,--,--,,0.5,,,0.0
331,0.5,--,,4,--,--,,0.5,,,0.0
332,0.5,--,,4,--,--,,0.5,,,0.0
333,0.5,--,,4,--,--,,0.5,,,0.0
334,0.5,--,,4,--,--,,0.5,,,0.0
335,0.5,--,,4,--,--,,0.5,,,0.0
336,0.5,--,,4,--,--,,0.5,,,0.0
337,0.5,--,,4,--,--,,0.5,,,0.0
338,0.5,--,,4,--,--,,0.5,,,0.0
339,0.5,--,,4,--,--,,0.5,,,0.0
340,0.5,--,,4,--,--,,0.5,,,0.0
341,0.5,--,,4,--,--,,0.5,,,0.0
342,0.5,--,,4,--,--,,0.5,,,0.0
343,0.5,--,,4,--,--,,0.5,,,0.0
344,0.5,--,,4,--,--,,0.5,,,0.0
345,0.5,--,,4,--,--,,0.5,,,0.0
346,0.5,--,,4,--,--,,0.5,,,0.0
347,0.5,--,,4,--,--,,0.5,,,0.0
348,0.5,--,,4,--,--,,0.5,,,0.0
349,0.5,--,,4,--,--,,0.5,,,0.0
350,0.5,--,,4,--,--,,0.5,,,0.0
351,0.5,--,,4,--,--,,0.5,,,0.0
352,0.5,--,,4,--,--,,0.5,,,0.0
353,0.5,--,,4,--,--,,0.5,,,0.0
354,0.5,--,,4,--,--,,0.5,,,0.0
355,0.5,--,,4,--,--,,0.5,,,0.0
356,0.5,--,,4,--,--,,0.5,,,0.0
357,0.5,--,,4,--,--,,0.5,,,0.0
358,0.5,--,,4,--,--,,0.5,,,0.0
359,0.5,--,,4,--,--,,0.5,,,0.0
360,0.5,--,,4,--,--,,0.5,,,0.0
361,0.5,--,,4,--,--,,0.5,,,0.0
362,0.5,--,,4,--,--,,0.5,,,0.0
363,0.5,--,,4,--,--,,0.5,,,0.0
364,0.5,--,,4,--,--,,0.5,,,0.0
365,0.5,--,,4,--,--,,0.5,,,0.0
366,0.5,--,,4,--,--,,0.5,,,0.0
367,0.5,--,,4,--,--,,0.5,,,0.0
368,0.5,--,,4,--,--,,0.5,,,0.0
369,0.5,--,,4,--,--,,0.5,,,0.0
370,0.5,--,,4,--,--,,0.5,,,0.0
371,0.5,--,,4,--,--,,0.5,,,0.0
372,0.5,--,,4,--,--,,0.5,,,0.0
373,0.5,--,,4,--,--,,0.5,,,0.0
374,0.5,--,,4,--,--,,0.5,,,0.0
375,0.5,--,,4,--,--,,0.5,,,0.0
376,0.5,--,,4,--,--,,0.5,,,0.0
377,0.5,--,,4,--,--,,0.5,,,0.0
378,0.5,--,,4,--,--,,0.5,,,0.0
379,0.5,--,,4,--,--,,0.5,,,0.0
380,0.5,--,,4,--,--,,0.5,,,0.0
381,0.5,--,,4,--,--,,0.5,,,0.0
382,0.5,--,,4,--,--,,0.5,,,0.0
383,0.5,--,,4,--,--,,0.5,,,0.0
384,0.5,--,,4,--,--,,0.5,,,0.0
385,0.5,--,,4,--,--,,0.5,,,0.0
386,0.5,--,,4,--,--,,0.5,,,0.0
387,0.5,--,,4,--,--,,0.5,,,0.0
388,0.5,--,,4,--,--,,0.5,,,0.0
389,0.5,--,,4,--,--,,0.5,,,0.0
390,0.5,--,,4,--,--,,0.5,,,0.0
391,0.5,--,,4,--,--,,0.5,,,0.0
392,0.5,--,,4,--,--,,0.5,,,0.0
393,0.5,--,,4,--,--,,0.5,,,0.0
394,0.5,--,,4,--,--,,0.5,,,0.0
395,0.5,--,,4,--,--,,0.5,,,0.0
396,0.5,--,,4,--,--,,0.5,,,0.0
397,0.5,--,,4,--,--,,0.5,,,0.0
398,0.5,--,,4,--,--,,0.5,,,0.0
399,0.5,--,,4,--,--,,0.5,,,0.0
400,0.5,--,,5,--,--,,0.5,,,0.0
401,0.5,--,,5,--,--,,0.5,,,0.0
402,0.5,--,,5,--,--,,0.5,,,0.0
403,0.5,--,,5,--,--,,0.5,,,0.0
404,0.5,--,,5,--,--,,0.5,,,0.0
405,0.5,--,,5,--,--,,0.5,,,0.0
406,0.5,--,,5,--,--,,0.5,,,0.0
407,0.5,--,,5,--,--,,0.5,,,0.0
408,0.5,--,,5,--,--,,0.5,,,0.0
409,0.5,--,,5,--,--,,0.5,,,0.0
410,0.5,--,,5,--,--,,0.5,,,0.0
411,0.5,--,,5,--,--,,0.5,,,0.0
412,0.5,--,,5,--,--,,0.5,,,0.0
