,QUEUE_LENGTH,ID,TIME,STATE,QUEUE_TIME,PAT_CLASS,DIRECTION
0,0,0,3786,_,0,0,IN
1,0,0,3786,_,0,0,OUT
2,0,0,3786,I,0,0,IN
3,0,0,3816,I,0,0,OUT
4,0,0,3816,F,0,0,IN
5,0,1,4439,_,0,0,IN
6,0,1,4439,_,0,0,OUT
7,0,1,4439,F,0,0,IN
8,0,1,4593,F,0,0,OUT
9,0,1,4593,E,0,0,IN
10,0,-1,6639,IXX,0,-1,IN
11,0,-1,6693,IXX,54,-1,OUT
12,0,2,6763,_,0,0,IN
13,0,2,6763,_,0,0,OUT
14,0,2,6763,F,0,0,IN
15,0,2,6927,F,0,0,OUT
16,0,2,6927,E,0,0,IN
17,0,3,7294,_,0,0,IN
18,0,3,7294,_,0,0,OUT
19,0,3,7294,I,0,0,IN
20,0,3,7339,I,0,0,OUT
21,0,3,7339,F,0,0,IN
22,0,4,9080,_,0,0,IN
23,0,4,9080,_,0,0,OUT
24,0,4,9080,F,0,0,IN
25,0,-1,9215,IXX,0,-1,IN
26,0,-1,9260,IXX,45,-1,OUT
27,0,5,9282,_,0,0,IN
28,0,5,9282,_,0,0,OUT
29,0,5,9282,F,0,0,IN
30,0,4,9974,F,0,0,OUT
31,0,4,9974,E,0,0,IN
32,0,5,10279,F,0,0,OUT
33,0,5,10279,E,0,0,IN
34,0,5,10454,E,0,0,OUT
35,0,5,10454,F,0,0,IN
36,0,5,11300,F,0,0,OUT
37,0,5,11300,E,0,0,IN
38,0,6,13961,_,0,0,IN
39,0,6,13961,_,0,0,OUT
40,0,6,13961,F,0,0,IN
41,0,4,14582,E,0,0,OUT
42,0,4,14582,F,0,0,IN
43,0,4,15122,F,0,0,OUT
44,0,4,15122,E,0,0,IN
45,0,-1,15400,IXX,0,-1,IN
46,0,-1,15475,IXX,75,-1,OUT
47,0,4,15525,E,0,0,OUT
48,0,4,15525,F,0,0,IN
49,0,4,15685,F,0,0,OUT
50,0,4,15685,E,0,0,IN
51,0,7,15870,_,0,0,IN
52,0,7,15870,_,0,0,OUT
53,0,7,15870,F,0,0,IN
54,0,8,16189,_,0,0,IN
55,0,8,16189,_,0,0,OUT
56,0,8,16189,F,0,0,IN
57,0,8,16301,F,0,0,OUT
58,0,8,16301,E,0,0,IN
59,0,9,16374,_,0,0,IN
60,0,9,16374,_,0,0,OUT
61,0,9,16374,F,0,0,IN
62,0,6,16621,F,0,0,OUT
63,0,6,16621,E,0,0,IN
64,0,10,16837,_,0,0,IN
65,0,10,16837,_,0,0,OUT
66,0,10,16837,I,0,0,IN
67,0,10,16877,I,0,0,OUT
68,0,10,16877,F,0,0,IN
69,0,10,16908,F,0,0,OUT
70,0,10,16908,I,0,0,IN
71,0,10,16957,I,0,0,OUT
72,0,10,16957,F,0,0,IN
73,0,11,17185,_,0,0,IN
74,0,11,17185,_,0,0,OUT
75,0,11,17185,F,0,0,IN
76,0,10,17188,F,0,0,OUT
77,0,10,17188,I,0,0,IN
78,0,10,17202,I,0,0,OUT
79,0,10,17202,F,0,0,IN
80,0,11,17355,F,0,0,OUT
81,0,11,17355,E,0,0,IN
82,0,-1,18039,IXX,0,-1,IN
83,0,-1,18068,IXX,29,-1,OUT
84,0,10,18916,F,0,0,OUT
85,0,10,18916,I,0,0,IN
86,0,10,18955,I,0,0,OUT
87,0,10,18955,F,0,0,IN
88,0,10,18980,F,0,0,OUT
89,0,10,18980,E,0,0,IN
90,0,0,19872,F,0,0,OUT
91,0,0,19872,E,0,0,IN
92,0,4,20243,E,0,0,OUT
93,0,4,20243,F,0,0,IN
94,0,3,20344,F,0,0,OUT
95,0,3,20344,E,0,0,IN
96,0,-1,21312,IXX,0,-1,IN
97,0,12,21323,_,0,0,IN
98,0,12,21323,_,0,0,OUT
99,0,12,21323,F,0,0,IN
100,0,-1,21341,IXX,29,-1,OUT
101,0,4,21528,F,0,0,OUT
102,0,4,21528,E,0,0,IN
103,0,12,21594,F,0,0,OUT
104,0,12,21594,I,0,0,IN
105,0,12,21623,I,0,0,OUT
106,0,12,21623,F,0,0,IN
107,0,3,21884,E,0,0,OUT
108,0,3,21884,I,0,0,IN
109,0,3,21899,I,0,0,OUT
110,0,3,21899,F,0,0,IN
111,0,12,22963,F,0,0,OUT
112,0,12,22963,I,0,0,IN
113,0,12,22973,I,0,0,OUT
114,0,12,22973,F,0,0,IN
115,0,10,23157,E,0,0,OUT
116,0,10,23157,F,0,0,IN
117,0,10,23208,F,0,0,OUT
118,0,10,23208,I,0,0,IN
119,0,10,23247,I,0,0,OUT
120,0,10,23247,F,0,0,IN
121,0,12,23367,F,0,0,OUT
122,0,12,23367,E,0,0,IN
123,0,-1,23760,IXX,0,-1,IN
124,0,-1,23809,IXX,49,-1,OUT
125,0,13,24156,_,0,0,IN
126,0,13,24156,_,0,0,OUT
127,0,13,24156,F,0,0,IN
128,0,3,24310,F,0,0,OUT
129,0,3,24310,I,0,0,IN
130,0,3,24349,I,0,0,OUT
131,0,3,24349,F,0,0,IN
132,0,13,24365,F,0,0,OUT
133,0,13,24365,E,0,0,IN
134,0,1,24681,E,0,0,OUT
135,0,1,24681,I,0,0,IN
136,0,1,24701,I,0,0,OUT
137,0,1,24701,F,0,0,IN
138,0,14,24879,_,0,0,IN
139,0,14,24879,_,0,0,OUT
140,0,14,24879,F,0,0,IN
141,0,1,25095,F,0,0,OUT
142,0,1,25095,I,0,0,IN
143,0,1,25124,I,0,0,OUT
144,0,1,25124,E,0,0,IN
145,0,-1,25182,IXX,0,-1,IN
146,0,-1,25252,IXX,70,-1,OUT
147,0,15,25326,_,0,0,IN
148,0,15,25326,_,0,0,OUT
149,0,15,25326,F,0,0,IN
150,0,15,25381,F,0,0,OUT
151,0,15,25381,E,0,0,IN
152,0,9,26582,F,0,0,OUT
153,0,9,26582,I,0,0,IN
154,0,9,26631,I,0,0,OUT
155,0,9,26631,F,0,0,IN
156,0,7,26777,F,0,0,OUT
157,0,7,26777,E,0,0,IN
158,0,9,26914,F,0,0,OUT
159,0,9,26914,E,0,0,IN
160,0,5,27027,E,0,0,OUT
161,0,5,27027,I,0,0,IN
162,0,5,27037,I,0,0,OUT
163,0,5,27037,E,0,0,IN
164,0,10,27049,F,0,0,OUT
165,0,10,27049,I,0,0,IN
166,0,10,27064,I,0,0,OUT
167,0,10,27064,F,0,0,IN
168,0,11,27100,E,0,0,OUT
169,0,11,27100,I,0,0,IN
170,0,11,27129,I,0,0,OUT
171,0,11,27129,F,0,0,IN
172,0,9,27222,E,0,0,OUT
173,0,9,27222,F,0,0,IN
174,0,2,27870,E,0,0,OUT
175,0,2,27870,F,0,0,IN
176,0,2,28110,F,0,0,OUT
177,0,2,28110,I,0,0,IN
178,0,2,28125,I,0,0,OUT
179,0,2,28125,F,0,0,IN
180,0,16,28912,_,0,0,IN
181,0,16,28912,_,0,0,OUT
182,0,16,28912,F,0,0,IN
183,0,17,29518,_,0,0,IN
184,0,17,29518,_,0,0,OUT
185,0,17,29518,F,0,0,IN
186,0,-1,29674,IXX,0,-1,IN
187,0,0,29685,E,0,0,OUT
188,0,0,29685,I,0,0,IN
189,0,0,29720,I,0,0,OUT
190,0,0,29720,F,0,0,IN
191,0,-1,29774,IXX,100,-1,OUT
192,0,0,29919,F,0,0,OUT
193,0,0,29919,I,0,0,IN
194,0,18,29952,_,0,0,IN
195,0,18,29952,_,0,0,OUT
196,0,18,29952,F,0,0,IN
197,0,0,29959,I,0,0,OUT
198,0,0,29959,F,0,0,IN
199,0,19,30070,_,0,0,IN
200,0,19,30070,_,0,0,OUT
201,0,19,30070,F,0,0,IN
202,0,18,30316,F,0,0,OUT
203,0,18,30316,E,0,0,IN
204,0,-1,31136,IXX,0,-1,IN
205,0,-1,31165,IXX,29,-1,OUT
206,0,19,31337,F,0,0,OUT
207,0,19,31337,E,0,0,IN
208,0,0,31387,F,0,0,OUT
209,0,0,31387,E,0,0,IN
210,0,10,32160,F,0,0,OUT
211,0,10,32160,E,0,0,IN
212,0,10,32191,E,0,0,OUT
213,0,10,32191,F,0,0,IN
214,0,6,33171,E,0,0,OUT
215,0,6,33171,F,0,0,IN
216,0,6,33288,F,0,0,OUT
217,0,6,33288,E,0,0,IN
218,0,13,33304,E,0,0,OUT
219,0,13,33304,I,0,0,IN
220,0,13,33364,I,0,0,OUT
221,0,13,33364,E,0,0,IN
222,0,16,34217,F,0,0,OUT
223,0,16,34217,I,0,0,IN
224,0,16,34277,I,0,0,OUT
225,0,16,34277,F,0,0,IN
226,0,16,34347,F,0,0,OUT
227,0,16,34347,E,0,0,IN
228,0,20,34393,_,0,0,IN
229,0,20,34393,_,0,0,OUT
230,0,20,34393,F,0,0,IN
231,0,-1,35269,IXX,0,-1,IN
232,0,-1,35298,IXX,29,-1,OUT
233,0,11,35935,F,0,0,OUT
234,0,11,35935,I,0,0,IN
235,0,11,35954,I,0,0,OUT
236,0,11,35954,F,0,0,IN
237,0,2,36636,F,0,0,OUT
238,0,2,36636,I,0,0,IN
239,0,2,36671,I,0,0,OUT
240,0,2,36671,F,0,0,IN
241,0,2,36714,F,0,0,OUT
242,0,2,36714,E,0,0,IN
243,0,21,36844,_,0,0,IN
244,0,21,36844,_,0,0,OUT
245,0,21,36844,F,0,0,IN
246,0,22,37198,_,0,0,IN
247,0,22,37198,_,0,0,OUT
248,0,22,37198,F,0,0,IN
249,0,17,38044,F,0,0,OUT
250,0,17,38044,E,0,0,IN
251,0,20,38075,F,0,0,OUT
252,0,20,38075,E,0,0,IN
253,0,10,38775,F,0,0,OUT
254,0,10,38775,E,0,0,IN
255,0,23,39694,_,0,0,IN
256,0,23,39694,_,0,0,OUT
257,0,23,39694,F,0,0,IN
258,0,3,39758,F,0,0,OUT
259,0,3,39758,E,0,0,IN
260,0,21,39856,F,0,0,OUT
261,0,21,39856,E,0,0,IN
262,0,-1,39984,IXX,0,-1,IN
263,0,-1,40063,IXX,79,-1,OUT
264,0,24,40097,_,0,0,IN
265,0,24,40097,_,0,0,OUT
266,0,24,40097,F,0,0,IN
267,0,11,40191,F,0,0,OUT
268,0,11,40191,E,0,0,IN
269,0,23,40443,F,0,0,OUT
270,0,23,40443,I,0,0,IN
271,0,23,40484,I,0,0,OUT
272,0,23,40484,F,0,0,IN
273,0,12,40545,E,0,0,OUT
274,0,12,40545,I,0,0,IN
275,0,12,40555,I,0,0,OUT
276,0,12,40555,F,0,0,IN
277,0,12,40621,F,0,0,OUT
278,0,12,40621,I,0,0,IN
279,0,23,40635,F,0,0,OUT
280,0,23,40635,I,0,0,IN
281,0,12,40686,I,0,0,OUT
282,0,12,40686,F,0,0,IN
283,0,23,40695,I,0,0,OUT
284,0,23,40695,F,0,0,IN
285,0,12,40715,F,0,0,OUT
286,0,12,40715,I,0,0,IN
287,0,23,40727,F,0,0,OUT
288,0,23,40727,I,0,0,IN
289,0,12,40740,I,0,0,OUT
290,0,12,40740,F,0,0,IN
291,0,23,40761,I,0,0,OUT
292,0,23,40761,F,0,0,IN
293,0,25,41118,_,0,0,IN
294,0,25,41118,_,0,0,OUT
295,0,25,41118,F,0,0,IN
296,0,26,41215,_,0,0,IN
297,0,26,41215,_,0,0,OUT
298,0,26,41215,I,0,0,IN
299,0,25,41218,F,0,0,OUT
300,0,25,41218,E,0,0,IN
301,0,26,41244,I,0,0,OUT
302,0,26,41244,E,0,0,IN
303,0,24,41315,F,0,0,OUT
304,0,24,41315,E,0,0,IN
305,0,27,41407,_,0,0,IN
306,0,27,41407,_,0,0,OUT
307,0,27,41407,F,0,0,IN
308,0,28,41469,_,0,0,IN
309,0,28,41469,_,0,0,OUT
310,0,28,41469,F,0,0,IN
311,0,-1,42420,IXX,0,-1,IN
312,0,1,42426,E,0,0,OUT
313,0,1,42426,I,0,0,IN
314,0,1,42445,I,0,0,OUT
315,0,1,42445,F,0,0,IN
316,0,-1,42465,IXX,45,-1,OUT
317,0,1,42480,F,0,0,OUT
318,0,1,42480,E,0,0,IN
319,0,15,42700,E,0,0,OUT
320,0,15,42700,F,0,0,IN
321,0,15,42797,F,0,0,OUT
322,0,15,42797,E,0,0,IN
323,0,12,43302,F,0,0,OUT
324,0,12,43302,I,0,0,IN
325,0,29,43312,_,0,0,IN
326,0,29,43312,_,0,0,OUT
327,0,29,43312,F,0,0,IN
328,0,12,43337,I,0,0,OUT
329,0,12,43337,F,0,0,IN
330,0,30,43439,_,0,0,IN
331,0,30,43439,_,0,0,OUT
332,0,30,43439,F,0,0,IN
333,0,30,43459,F,0,0,OUT
334,0,30,43459,I,0,0,IN
335,0,30,43478,I,0,0,OUT
336,0,30,43478,F,0,0,IN
337,0,29,45644,F,0,0,OUT
338,0,29,45644,E,0,0,IN
339,0,4,45914,E,0,0,OUT
340,0,4,45914,F,0,0,IN
341,0,14,46662,F,0,0,OUT
342,0,14,46662,I,0,0,IN
343,0,14,46722,I,0,0,OUT
344,0,14,46722,F,0,0,IN
345,0,7,46886,E,0,0,OUT
346,0,7,46886,F,0,0,IN
347,0,-1,47150,IXX,0,-1,IN
348,0,31,47178,_,0,0,IN
349,0,31,47178,_,0,0,OUT
350,0,31,47178,F,0,0,IN
351,0,-1,47190,IXX,40,-1,OUT
352,0,31,47199,F,0,0,OUT
353,0,31,47199,E,0,0,IN
354,0,32,47205,_,0,0,IN
355,0,32,47205,_,0,0,OUT
356,0,32,47205,F,0,0,IN
357,0,13,47429,E,0,0,OUT
358,0,13,47429,F,0,0,IN
359,0,32,47520,F,0,0,OUT
360,0,32,47520,E,0,0,IN
361,0,13,47570,F,0,0,OUT
362,0,13,47570,I,0,0,IN
363,0,13,47590,I,0,0,OUT
364,0,13,47590,E,0,0,IN
365,0,24,47861,E,0,0,OUT
366,0,24,47861,I,0,0,IN
367,0,24,47911,I,0,0,OUT
368,0,24,47911,F,0,0,IN
369,0,28,48135,F,0,0,OUT
370,0,28,48135,E,0,0,IN
371,0,30,48405,F,0,0,OUT
372,0,30,48405,I,0,0,IN
373,0,30,48455,I,0,0,OUT
374,0,30,48455,F,0,0,IN
375,0,30,48481,F,0,0,OUT
376,0,30,48481,E,0,0,IN
377,0,33,48581,_,0,0,IN
378,0,33,48581,_,0,0,OUT
379,0,33,48581,F,0,0,IN
380,0,32,48613,E,0,0,OUT
381,0,32,48613,F,0,0,IN
382,0,33,48817,F,0,0,OUT
383,0,33,48817,I,0,0,IN
384,0,33,48852,I,0,0,OUT
385,0,33,48852,E,0,0,IN
386,0,8,49546,E,0,0,OUT
387,0,8,49546,F,0,0,IN
388,0,34,49798,_,0,0,IN
389,0,34,49798,_,0,0,OUT
390,0,34,49798,F,0,0,IN
391,0,35,49814,_,0,0,IN
392,0,35,49814,_,0,0,OUT
393,0,35,49814,F,0,0,IN
394,0,34,49943,F,0,0,OUT
395,0,34,49943,E,0,0,IN
396,0,8,50031,F,0,0,OUT
397,0,8,50031,E,0,0,IN
398,0,10,50258,E,0,0,OUT
399,0,10,50258,I,0,0,IN
400,0,10,50287,I,0,0,OUT
401,0,10,50287,F,0,0,IN
402,0,33,50421,E,0,0,OUT
403,0,33,50421,F,0,0,IN
404,0,33,50461,F,0,0,OUT
405,0,33,50461,I,0,0,IN
406,0,24,50491,F,0,0,OUT
407,0,24,50491,E,0,0,IN
408,0,33,50505,I,0,0,OUT
409,0,33,50505,F,0,0,IN
410,0,10,50540,F,0,0,OUT
411,0,10,50540,I,0,0,IN
412,0,6,50555,E,0,0,OUT
413,0,6,50555,F,0,0,IN
414,0,10,50575,I,0,0,OUT
415,0,10,50575,F,0,0,IN
416,0,6,50576,F,0,0,OUT
417,0,6,50576,I,0,0,IN
418,0,33,50592,F,0,0,OUT
419,0,33,50592,E,0,0,IN
420,0,6,50605,I,0,0,OUT
421,0,6,50605,F,0,0,IN
422,0,33,50624,E,0,0,OUT
423,0,33,50624,F,0,0,IN
424,0,36,50802,_,0,0,IN
425,0,36,50802,_,0,0,OUT
426,0,36,50802,F,0,0,IN
427,0,36,50882,F,0,0,OUT
428,0,36,50882,E,0,0,IN
429,0,33,50953,F,0,0,OUT
430,0,33,50953,E,0,0,IN
431,0,22,51681,F,0,0,OUT
432,0,22,51681,E,0,0,IN
433,0,14,52369,F,0,0,OUT
434,0,14,52369,E,0,0,IN
435,0,14,52417,E,0,0,OUT
436,0,14,52417,F,0,0,IN
437,0,37,52510,_,0,0,IN
438,0,37,52510,_,0,0,OUT
439,0,37,52510,F,0,0,IN
440,0,14,52514,F,0,0,OUT
441,0,14,52514,I,0,0,IN
442,0,3,52543,E,0,0,OUT
443,0,3,52543,F,0,0,IN
444,0,14,52554,I,0,0,OUT
445,0,14,52554,F,0,0,IN
446,0,37,52566,F,0,0,OUT
447,0,37,52566,E,0,0,IN
448,0,38,52655,_,0,0,IN
449,0,38,52655,_,0,0,OUT
450,0,38,52655,F,0,0,IN
451,0,7,52705,F,0,0,OUT
452,0,7,52705,I,0,0,IN
453,0,3,52721,F,0,0,OUT
454,0,3,52721,I,0,0,IN
455,0,39,52736,_,0,0,IN
456,0,39,52736,_,0,0,OUT
457,0,39,52736,F,0,0,IN
458,0,7,52739,I,0,0,OUT
459,0,7,52739,F,0,0,IN
460,0,3,52740,I,0,0,OUT
461,0,3,52740,F,0,0,IN
462,0,3,52922,F,0,0,OUT
463,0,3,52922,E,0,0,IN
464,0,7,52961,F,0,0,OUT
465,0,7,52961,E,0,0,IN
466,0,14,53855,F,0,0,OUT
467,0,14,53855,E,0,0,IN
468,0,14,54011,E,0,0,OUT
469,0,14,54011,F,0,0,IN
470,0,14,54013,F,0,0,OUT
471,0,14,54013,I,0,0,IN
472,0,14,54033,I,0,0,OUT
473,0,14,54033,F,0,0,IN
474,0,10,54160,F,0,0,OUT
475,0,10,54160,E,0,0,IN
476,0,31,54208,E,0,0,OUT
477,0,31,54208,F,0,0,IN
478,0,31,54365,F,0,0,OUT
479,0,31,54365,I,0,0,IN
480,0,31,54404,I,0,0,OUT
481,0,31,54404,E,0,0,IN
482,0,16,54426,E,0,0,OUT
483,0,16,54426,F,0,0,IN
484,0,40,54683,_,0,0,IN
485,0,40,54683,_,0,0,OUT
486,0,40,54683,F,0,0,IN
487,0,17,54714,E,0,0,OUT
488,0,17,54714,F,0,0,IN
489,0,32,54741,F,0,0,OUT
490,0,32,54741,I,0,0,IN
491,0,32,54796,I,0,0,OUT
492,0,32,54796,F,0,0,IN
493,0,17,55033,F,0,0,OUT
494,0,17,55033,E,0,0,IN
495,0,2,55346,E,0,0,OUT
496,0,2,55346,F,0,0,IN
497,0,32,56161,F,0,0,OUT
498,0,32,56161,I,0,0,IN
499,0,32,56191,I,0,0,OUT
500,0,32,56191,F,0,0,IN
501,0,2,56417,F,0,0,OUT
502,0,2,56417,E,0,0,IN
503,0,41,56654,_,0,0,IN
504,0,41,56654,_,0,0,OUT
505,0,41,56654,F,0,0,IN
506,0,41,56729,F,0,0,OUT
507,0,41,56729,E,0,0,IN
508,0,14,56867,F,0,0,OUT
509,0,14,56867,I,0,0,IN
510,0,14,56892,I,0,0,OUT
511,0,14,56892,F,0,0,IN
512,0,32,57001,F,0,0,OUT
513,0,32,57001,E,0,0,IN
514,0,32,57461,E,0,0,OUT
515,0,32,57461,I,0,0,IN
516,0,32,57531,I,0,0,OUT
517,0,32,57531,F,0,0,IN
518,0,38,58254,F,0,0,OUT
519,0,38,58254,E,0,0,IN
520,0,16,58497,F,0,0,OUT
521,0,16,58497,I,0,0,IN
522,0,16,58536,I,0,0,OUT
523,0,16,58536,F,0,0,IN
524,0,16,58655,F,0,0,OUT
525,0,16,58655,E,0,0,IN
526,0,20,59618,E,0,0,OUT
527,0,20,59618,F,0,0,IN
528,0,32,59663,F,0,0,OUT
529,0,32,59663,E,0,0,IN
530,0,20,59708,F,0,0,OUT
531,0,20,59708,E,0,0,IN
532,0,35,59709,F,0,0,OUT
533,0,35,59709,E,0,0,IN
534,0,21,59849,E,0,0,OUT
535,0,21,59849,F,0,0,IN
536,0,0,59851,E,0,0,OUT
537,0,0,59851,F,0,0,IN
538,0,3,59976,E,0,0,OUT
539,0,3,59976,F,0,0,IN
540,0,14,60018,F,0,0,OUT
541,0,14,60018,I,0,0,IN
542,0,42,60036,_,0,0,IN
543,0,42,60036,_,0,0,OUT
544,0,42,60036,F,0,0,IN
545,0,14,60038,I,0,0,OUT
546,0,14,60038,F,0,0,IN
547,0,14,60151,F,0,0,OUT
548,0,14,60151,E,0,0,IN
549,0,18,60231,E,0,0,OUT
550,0,18,60231,F,0,0,IN
551,0,18,60328,F,0,0,OUT
552,0,18,60328,I,0,0,IN
553,0,18,60348,I,0,0,OUT
554,0,18,60348,F,0,0,IN
555,0,43,60431,_,0,0,IN
556,0,43,60431,_,0,0,OUT
557,0,43,60431,F,0,0,IN
558,0,6,60493,F,0,0,OUT
559,0,6,60493,E,0,0,IN
560,0,26,60693,E,0,0,OUT
561,0,26,60693,F,0,0,IN
562,0,18,60959,F,0,0,OUT
563,0,18,60959,E,0,0,IN
564,0,25,60978,E,0,0,OUT
565,0,25,60978,I,0,0,IN
566,0,25,61008,I,0,0,OUT
567,0,25,61008,E,0,0,IN
568,0,42,61213,F,0,0,OUT
569,0,42,61213,E,0,0,IN
570,0,-1,61350,IXX,0,-1,IN
571,0,3,61385,F,0,0,OUT
572,0,3,61385,I,0,0,IN
573,0,-1,61419,IXX,69,-1,OUT
574,0,3,61434,I,0,0,OUT
575,0,3,61434,F,0,0,IN
576,0,3,61468,F,0,0,OUT
577,0,3,61468,E,0,0,IN
578,0,3,61500,E,0,0,OUT
579,0,3,61500,I,0,0,IN
580,0,3,61514,I,0,0,OUT
581,0,3,61514,F,0,0,IN
582,0,11,61541,E,0,0,OUT
583,0,11,61541,F,0,0,IN
584,0,15,61568,E,0,0,OUT
585,0,15,61568,F,0,0,IN
586,0,3,61665,F,0,0,OUT
587,0,3,61665,E,0,0,IN
588,0,15,61701,F,0,0,OUT
589,0,15,61701,I,0,0,IN
590,0,15,61721,I,0,0,OUT
591,0,15,61721,F,0,0,IN
592,0,44,61882,_,0,0,IN
593,0,44,61882,_,0,0,OUT
594,0,44,61882,F,0,0,IN
595,0,4,63048,F,0,0,OUT
596,0,4,63048,E,0,0,IN
597,0,4,63055,E,0,0,OUT
598,0,4,63055,I,0,0,IN
599,0,4,63089,I,0,0,OUT
600,0,4,63089,F,0,0,IN
601,0,26,63173,F,0,0,OUT
602,0,26,63173,E,0,0,IN
603,0,44,63270,F,0,0,OUT
604,0,44,63270,I,0,0,IN
605,0,44,63310,I,0,0,OUT
606,0,44,63310,F,0,0,IN
607,0,45,63467,_,0,0,IN
608,0,45,63467,_,0,0,OUT
609,0,45,63467,I,0,0,IN
610,0,45,63482,I,0,0,OUT
611,0,45,63482,F,0,0,IN
612,0,23,63556,F,0,0,OUT
613,0,23,63556,I,0,0,IN
614,0,23,63606,I,0,0,OUT
615,0,23,63606,F,0,0,IN
616,0,1,63718,E,0,0,OUT
617,0,1,63718,F,0,0,IN
618,0,1,63820,F,0,0,OUT
619,0,1,63820,E,0,0,IN
620,0,46,63952,_,0,0,IN
621,0,46,63952,_,0,0,OUT
622,0,46,63952,F,0,0,IN
623,0,47,63990,_,0,0,IN
624,0,47,63990,_,0,0,OUT
625,0,47,63990,F,0,0,IN
626,0,46,64041,F,0,0,OUT
627,0,46,64041,I,0,0,IN
628,0,44,64075,F,0,0,OUT
629,0,44,64075,I,0,0,IN
630,0,46,64131,I,0,0,OUT
631,0,46,64131,F,0,0,IN
632,0,46,64151,F,0,0,OUT
633,0,46,64151,E,0,0,IN
634,0,44,64169,I,0,0,OUT
635,0,44,64169,F,0,0,IN
636,0,48,64177,_,0,0,IN
637,0,48,64177,_,0,0,OUT
638,0,48,64177,F,0,0,IN
639,0,39,64197,F,0,0,OUT
640,0,39,64197,E,0,0,IN
641,0,49,64198,_,0,0,IN
642,0,49,64198,_,0,0,OUT
643,0,49,64198,I,0,0,IN
644,0,27,64218,F,0,0,OUT
645,0,27,64218,E,0,0,IN
646,0,49,64228,I,0,0,OUT
647,0,49,64228,F,0,0,IN
648,0,48,64237,F,0,0,OUT
649,0,48,64237,I,0,0,IN
650,0,48,64266,I,0,0,OUT
651,0,48,64266,F,0,0,IN
652,0,44,64372,F,0,0,OUT
653,0,44,64372,I,0,0,IN
654,0,48,64398,F,0,0,OUT
655,0,48,64398,I,0,0,IN
656,0,44,64422,I,0,0,OUT
657,0,44,64422,F,0,0,IN
658,0,48,64458,I,0,0,OUT
659,0,48,64458,F,0,0,IN
660,0,48,64531,F,0,0,OUT
661,0,48,64531,E,0,0,IN
662,0,19,64612,E,0,0,OUT
663,0,19,64612,I,0,0,IN
664,0,19,64637,I,0,0,OUT
665,0,19,64637,F,0,0,IN
666,0,8,64689,E,0,0,OUT
667,0,8,64689,I,0,0,IN
668,0,8,64734,I,0,0,OUT
669,0,8,64734,F,0,0,IN
670,0,8,64769,F,0,0,OUT
671,0,8,64769,I,0,0,IN
672,0,49,64792,F,0,0,OUT
673,0,49,64792,I,0,0,IN
674,0,44,64797,F,0,0,OUT
675,0,44,64797,I,0,0,IN
676,0,8,64798,I,0,0,OUT
677,0,8,64798,E,0,0,IN
678,0,30,64811,E,0,0,OUT
679,0,30,64811,I,0,0,IN
680,0,44,64823,I,1,0,OUT
681,0,44,64823,F,0,0,IN
682,0,49,64827,I,0,0,OUT
683,0,49,64827,F,0,0,IN
684,0,30,64837,I,12,0,OUT
685,0,30,64837,F,0,0,IN
686,0,50,65009,_,0,0,IN
687,0,50,65009,_,0,0,OUT
688,0,50,65009,F,0,0,IN
689,0,19,65053,F,0,0,OUT
690,0,19,65053,E,0,0,IN
691,0,51,65749,_,0,0,IN
692,0,51,65749,_,0,0,OUT
693,0,51,65749,F,0,0,IN
694,0,46,65765,E,0,0,OUT
695,0,46,65765,F,0,0,IN
696,0,51,65933,F,0,0,OUT
697,0,51,65933,E,0,0,IN
698,0,13,66091,E,0,0,OUT
699,0,13,66091,F,0,0,IN
700,0,6,66117,E,0,0,OUT
701,0,6,66117,F,0,0,IN
702,0,46,66238,F,0,0,OUT
703,0,46,66238,E,0,0,IN
704,0,7,66436,E,0,0,OUT
705,0,7,66436,F,0,0,IN
706,0,28,66506,E,0,0,OUT
707,0,28,66506,F,0,0,IN
708,0,6,66705,F,0,0,OUT
709,0,6,66705,I,0,0,IN
710,0,6,66875,I,0,0,OUT
711,0,6,66875,F,0,0,IN
712,0,43,66904,F,0,0,OUT
713,0,43,66904,E,0,0,IN
714,0,13,67224,F,0,0,OUT
715,0,13,67224,I,0,0,IN
716,0,13,67244,I,0,0,OUT
717,0,13,67244,F,0,0,IN
718,0,13,67305,F,0,0,OUT
719,0,13,67305,I,0,0,IN
720,0,13,67329,I,0,0,OUT
721,0,13,67329,F,0,0,IN
722,0,13,67397,F,0,0,OUT
723,0,13,67397,E,0,0,IN
724,0,33,68015,E,0,0,OUT
725,0,33,68015,F,0,0,IN
726,0,36,68098,E,0,0,OUT
727,0,36,68098,I,0,0,IN
728,0,52,68120,_,0,0,IN
729,0,52,68120,_,0,0,OUT
730,0,52,68120,F,0,0,IN
731,0,36,68147,I,0,0,OUT
732,0,36,68147,F,0,0,IN
733,0,36,68234,F,0,0,OUT
734,0,36,68234,E,0,0,IN
735,0,45,68263,F,0,0,OUT
736,0,45,68263,I,0,0,IN
737,0,34,68375,E,0,0,OUT
738,0,34,68375,F,0,0,IN
739,0,35,68379,E,0,0,OUT
740,0,35,68379,F,0,0,IN
741,0,45,68423,I,0,0,OUT
742,0,45,68423,F,0,0,IN
743,0,35,68511,F,0,0,OUT
744,0,35,68511,I,0,0,IN
745,0,35,68530,I,0,0,OUT
746,0,35,68530,F,0,0,IN
747,0,53,68661,_,0,0,IN
748,0,53,68661,_,0,0,OUT
